"","Year","Species","ESU","releases","biomass","source","index"
"961",1998,"Coho","Puget Sound-Strait of Georgia Coho",20709888,NA,"RMIS_10.29.24_https://www.rmpc.org/","1998 Coho Puget Sound-Strait of Georgia Coho"
"962",1999,"Coho","Puget Sound-Strait of Georgia Coho",21676691,NA,"RMIS_10.29.24_https://www.rmpc.org/","1999 Coho Puget Sound-Strait of Georgia Coho"
"963",2000,"Coho","Puget Sound-Strait of Georgia Coho",22698683,NA,"RMIS_10.29.24_https://www.rmpc.org/","2000 Coho Puget Sound-Strait of Georgia Coho"
"964",2001,"Coho","Puget Sound-Strait of Georgia Coho",20978354,NA,"RMIS_10.29.24_https://www.rmpc.org/","2001 Coho Puget Sound-Strait of Georgia Coho"
"965",2002,"Coho","Puget Sound-Strait of Georgia Coho",19293211,NA,"RMIS_10.29.24_https://www.rmpc.org/","2002 Coho Puget Sound-Strait of Georgia Coho"
"966",2003,"Coho","Puget Sound-Strait of Georgia Coho",18183846,NA,"RMIS_10.29.24_https://www.rmpc.org/","2003 Coho Puget Sound-Strait of Georgia Coho"
"967",2004,"Coho","Puget Sound-Strait of Georgia Coho",16014321,NA,"RMIS_10.29.24_https://www.rmpc.org/","2004 Coho Puget Sound-Strait of Georgia Coho"
"968",2005,"Coho","Puget Sound-Strait of Georgia Coho",16332923,NA,"RMIS_10.29.24_https://www.rmpc.org/","2005 Coho Puget Sound-Strait of Georgia Coho"
"969",2006,"Coho","Puget Sound-Strait of Georgia Coho",14270701,NA,"RMIS_10.29.24_https://www.rmpc.org/","2006 Coho Puget Sound-Strait of Georgia Coho"
"970",2007,"Coho","Puget Sound-Strait of Georgia Coho",13299394,NA,"RMIS_10.29.24_https://www.rmpc.org/","2007 Coho Puget Sound-Strait of Georgia Coho"
"971",2008,"Coho","Puget Sound-Strait of Georgia Coho",13323956,NA,"RMIS_10.29.24_https://www.rmpc.org/","2008 Coho Puget Sound-Strait of Georgia Coho"
"972",2009,"Coho","Puget Sound-Strait of Georgia Coho",15091366,NA,"RMIS_10.29.24_https://www.rmpc.org/","2009 Coho Puget Sound-Strait of Georgia Coho"
"973",2010,"Coho","Puget Sound-Strait of Georgia Coho",16226720,NA,"RMIS_10.29.24_https://www.rmpc.org/","2010 Coho Puget Sound-Strait of Georgia Coho"
"974",2011,"Coho","Puget Sound-Strait of Georgia Coho",15598073,NA,"RMIS_10.29.24_https://www.rmpc.org/","2011 Coho Puget Sound-Strait of Georgia Coho"
"975",2012,"Coho","Puget Sound-Strait of Georgia Coho",15139809,NA,"RMIS_10.29.24_https://www.rmpc.org/","2012 Coho Puget Sound-Strait of Georgia Coho"
"976",2013,"Coho","Puget Sound-Strait of Georgia Coho",13659697,NA,"RMIS_10.29.24_https://www.rmpc.org/","2013 Coho Puget Sound-Strait of Georgia Coho"
"977",2014,"Coho","Puget Sound-Strait of Georgia Coho",14124894,NA,"RMIS_10.29.24_https://www.rmpc.org/","2014 Coho Puget Sound-Strait of Georgia Coho"
"978",2015,"Coho","Puget Sound-Strait of Georgia Coho",13303481,NA,"RMIS_10.29.24_https://www.rmpc.org/","2015 Coho Puget Sound-Strait of Georgia Coho"
"979",2016,"Coho","Puget Sound-Strait of Georgia Coho",10613872,NA,"RMIS_10.29.24_https://www.rmpc.org/","2016 Coho Puget Sound-Strait of Georgia Coho"
"980",2017,"Coho","Puget Sound-Strait of Georgia Coho",10781103,NA,"RMIS_10.29.24_https://www.rmpc.org/","2017 Coho Puget Sound-Strait of Georgia Coho"
"981",2018,"Coho","Puget Sound-Strait of Georgia Coho",12023573,NA,"RMIS_10.29.24_https://www.rmpc.org/","2018 Coho Puget Sound-Strait of Georgia Coho"
"982",2019,"Coho","Puget Sound-Strait of Georgia Coho",11933590,NA,"RMIS_10.29.24_https://www.rmpc.org/","2019 Coho Puget Sound-Strait of Georgia Coho"
"983",2020,"Coho","Puget Sound-Strait of Georgia Coho",12304925,NA,"RMIS_10.29.24_https://www.rmpc.org/","2020 Coho Puget Sound-Strait of Georgia Coho"
"984",2021,"Coho","Puget Sound-Strait of Georgia Coho",11487927,NA,"RMIS_10.29.24_https://www.rmpc.org/","2021 Coho Puget Sound-Strait of Georgia Coho"
"985",2022,"Coho","Puget Sound-Strait of Georgia Coho",12115864,NA,"RMIS_10.29.24_https://www.rmpc.org/","2022 Coho Puget Sound-Strait of Georgia Coho"
"986",2023,"Coho","Puget Sound-Strait of Georgia Coho",11349341,NA,"RMIS_10.29.24_https://www.rmpc.org/","2023 Coho Puget Sound-Strait of Georgia Coho"
"987",1993,"Sockeye","Quinault Lake Sockeye",46145,35070.2,"RMIS_10.29.24_https://www.rmpc.org/","1993 Sockeye Quinault Lake Sockeye"
"988",1994,"Sockeye","Quinault Lake Sockeye",131903,108421.19,"RMIS_10.29.24_https://www.rmpc.org/","1994 Sockeye Quinault Lake Sockeye"
"989",1995,"Sockeye","Quinault Lake Sockeye",8200,19926,"RMIS_10.29.24_https://www.rmpc.org/","1995 Sockeye Quinault Lake Sockeye"
"990",1996,"Sockeye","Quinault Lake Sockeye",13905,19188.9,"RMIS_10.29.24_https://www.rmpc.org/","1996 Sockeye Quinault Lake Sockeye"
"991",2000,"Sockeye","Quinault Lake Sockeye",258300,44257,"RMIS_10.29.24_https://www.rmpc.org/","2000 Sockeye Quinault Lake Sockeye"
"992",2001,"Sockeye","Quinault Lake Sockeye",931446,161628.06,"RMIS_10.29.24_https://www.rmpc.org/","2001 Sockeye Quinault Lake Sockeye"
"993",2002,"Sockeye","Quinault Lake Sockeye",1008713,521153.14,"RMIS_10.29.24_https://www.rmpc.org/","2002 Sockeye Quinault Lake Sockeye"
"994",2003,"Sockeye","Quinault Lake Sockeye",651725,92792.5,"RMIS_10.29.24_https://www.rmpc.org/","2003 Sockeye Quinault Lake Sockeye"
"995",2004,"Sockeye","Quinault Lake Sockeye",1126310,1484320.9,"RMIS_10.29.24_https://www.rmpc.org/","2004 Sockeye Quinault Lake Sockeye"
"996",2005,"Sockeye","Quinault Lake Sockeye",785785,102152.05,"RMIS_10.29.24_https://www.rmpc.org/","2005 Sockeye Quinault Lake Sockeye"
"997",2006,"Sockeye","Quinault Lake Sockeye",288388,37490.44,"RMIS_10.29.24_https://www.rmpc.org/","2006 Sockeye Quinault Lake Sockeye"
"998",2007,"Sockeye","Quinault Lake Sockeye",128933,16761.29,"RMIS_10.29.24_https://www.rmpc.org/","2007 Sockeye Quinault Lake Sockeye"
"999",2008,"Sockeye","Quinault Lake Sockeye",14398,2015.72,"RMIS_10.29.24_https://www.rmpc.org/","2008 Sockeye Quinault Lake Sockeye"
"1000",2009,"Sockeye","Quinault Lake Sockeye",318703,38244.36,"RMIS_10.29.24_https://www.rmpc.org/","2009 Sockeye Quinault Lake Sockeye"
"1001",2010,"Sockeye","Quinault Lake Sockeye",615862,73914.16,"RMIS_10.29.24_https://www.rmpc.org/","2010 Sockeye Quinault Lake Sockeye"
"1002",2011,"Sockeye","Quinault Lake Sockeye",562266,67471.92,"RMIS_10.29.24_https://www.rmpc.org/","2011 Sockeye Quinault Lake Sockeye"
"1003",2012,"Sockeye","Quinault Lake Sockeye",746755,89610.6,"RMIS_10.29.24_https://www.rmpc.org/","2012 Sockeye Quinault Lake Sockeye"
"1004",2013,"Sockeye","Quinault Lake Sockeye",263259,623923.83,"RMIS_10.29.24_https://www.rmpc.org/","2013 Sockeye Quinault Lake Sockeye"
"1005",2014,"Sockeye","Quinault Lake Sockeye",264530,496025.87,"RMIS_10.29.24_https://www.rmpc.org/","2014 Sockeye Quinault Lake Sockeye"
"1006",2015,"Sockeye","Quinault Lake Sockeye",304602,450110.37,"RMIS_10.29.24_https://www.rmpc.org/","2015 Sockeye Quinault Lake Sockeye"
"1007",2016,"Sockeye","Quinault Lake Sockeye",387068,825212.7,"RMIS_10.29.24_https://www.rmpc.org/","2016 Sockeye Quinault Lake Sockeye"
"1008",2017,"Sockeye","Quinault Lake Sockeye",280023,591435.78,"RMIS_10.29.24_https://www.rmpc.org/","2017 Sockeye Quinault Lake Sockeye"
"1009",2018,"Sockeye","Quinault Lake Sockeye",595251,NA,"RMIS_10.29.24_https://www.rmpc.org/","2018 Sockeye Quinault Lake Sockeye"
"1010",2019,"Sockeye","Quinault Lake Sockeye",44362,136634.96,"RMIS_10.29.24_https://www.rmpc.org/","2019 Sockeye Quinault Lake Sockeye"
"1011",2020,"Sockeye","Quinault Lake Sockeye",89182,322838.84,"RMIS_10.29.24_https://www.rmpc.org/","2020 Sockeye Quinault Lake Sockeye"
"1012",2021,"Sockeye","Quinault Lake Sockeye",206841,289577.4,"RMIS_10.29.24_https://www.rmpc.org/","2021 Sockeye Quinault Lake Sockeye"
"1013",2022,"Sockeye","Quinault Lake Sockeye",662876,112688.92,"RMIS_10.29.24_https://www.rmpc.org/","2022 Sockeye Quinault Lake Sockeye"
"1014",2023,"Sockeye","Quinault Lake Sockeye",556265,94565.05,"RMIS_10.29.24_https://www.rmpc.org/","2023 Sockeye Quinault Lake Sockeye"
"1015",1990,"Chinook","Sacramento River Winter-run Chinook Salmon",12269653,61447465.02,"RMIS_10.29.24_https://www.rmpc.org/","1990 Chinook Sacramento River Winter-run Chinook Salmon"
"1016",1991,"Chinook","Sacramento River Winter-run Chinook Salmon",18163939,NA,"RMIS_10.29.24_https://www.rmpc.org/","1991 Chinook Sacramento River Winter-run Chinook Salmon"
"1017",1992,"Chinook","Sacramento River Winter-run Chinook Salmon",26677955,81061101.69,"RMIS_10.29.24_https://www.rmpc.org/","1992 Chinook Sacramento River Winter-run Chinook Salmon"
"1018",1993,"Chinook","Sacramento River Winter-run Chinook Salmon",13480597,75748112.58,"RMIS_10.29.24_https://www.rmpc.org/","1993 Chinook Sacramento River Winter-run Chinook Salmon"
"1019",1994,"Chinook","Sacramento River Winter-run Chinook Salmon",18205662,93589498.68,"RMIS_10.29.24_https://www.rmpc.org/","1994 Chinook Sacramento River Winter-run Chinook Salmon"
"1020",1995,"Chinook","Sacramento River Winter-run Chinook Salmon",18515518,NA,"RMIS_10.29.24_https://www.rmpc.org/","1995 Chinook Sacramento River Winter-run Chinook Salmon"
"1021",1996,"Chinook","Sacramento River Winter-run Chinook Salmon",23289498,NA,"RMIS_10.29.24_https://www.rmpc.org/","1996 Chinook Sacramento River Winter-run Chinook Salmon"
"1022",1997,"Chinook","Sacramento River Winter-run Chinook Salmon",15554823,NA,"RMIS_10.29.24_https://www.rmpc.org/","1997 Chinook Sacramento River Winter-run Chinook Salmon"
"1023",1998,"Chinook","Sacramento River Winter-run Chinook Salmon",28440122,NA,"RMIS_10.29.24_https://www.rmpc.org/","1998 Chinook Sacramento River Winter-run Chinook Salmon"
"1024",1999,"Chinook","Sacramento River Winter-run Chinook Salmon",20246031,NA,"RMIS_10.29.24_https://www.rmpc.org/","1999 Chinook Sacramento River Winter-run Chinook Salmon"
"1025",2000,"Chinook","Sacramento River Winter-run Chinook Salmon",15216808,NA,"RMIS_10.29.24_https://www.rmpc.org/","2000 Chinook Sacramento River Winter-run Chinook Salmon"
"1026",2001,"Chinook","Sacramento River Winter-run Chinook Salmon",14664015,NA,"RMIS_10.29.24_https://www.rmpc.org/","2001 Chinook Sacramento River Winter-run Chinook Salmon"
"1027",2002,"Chinook","Sacramento River Winter-run Chinook Salmon",14328054,NA,"RMIS_10.29.24_https://www.rmpc.org/","2002 Chinook Sacramento River Winter-run Chinook Salmon"
"1028",2003,"Chinook","Sacramento River Winter-run Chinook Salmon",16449016,NA,"RMIS_10.29.24_https://www.rmpc.org/","2003 Chinook Sacramento River Winter-run Chinook Salmon"
"1029",2004,"Chinook","Sacramento River Winter-run Chinook Salmon",15062396,NA,"RMIS_10.29.24_https://www.rmpc.org/","2004 Chinook Sacramento River Winter-run Chinook Salmon"
"1030",2005,"Chinook","Sacramento River Winter-run Chinook Salmon",14288861,NA,"RMIS_10.29.24_https://www.rmpc.org/","2005 Chinook Sacramento River Winter-run Chinook Salmon"
"1031",2006,"Chinook","Sacramento River Winter-run Chinook Salmon",15288729,NA,"RMIS_10.29.24_https://www.rmpc.org/","2006 Chinook Sacramento River Winter-run Chinook Salmon"
"1032",2007,"Chinook","Sacramento River Winter-run Chinook Salmon",18243892,NA,"RMIS_10.29.24_https://www.rmpc.org/","2007 Chinook Sacramento River Winter-run Chinook Salmon"
"1033",2008,"Chinook","Sacramento River Winter-run Chinook Salmon",14122252,NA,"RMIS_10.29.24_https://www.rmpc.org/","2008 Chinook Sacramento River Winter-run Chinook Salmon"
"1034",2009,"Chinook","Sacramento River Winter-run Chinook Salmon",14657884,116063417.49,"RMIS_10.29.24_https://www.rmpc.org/","2009 Chinook Sacramento River Winter-run Chinook Salmon"
"1035",2010,"Chinook","Sacramento River Winter-run Chinook Salmon",14693159,NA,"RMIS_10.29.24_https://www.rmpc.org/","2010 Chinook Sacramento River Winter-run Chinook Salmon"
"1036",2011,"Chinook","Sacramento River Winter-run Chinook Salmon",15197757,94459184,"RMIS_10.29.24_https://www.rmpc.org/","2011 Chinook Sacramento River Winter-run Chinook Salmon"
"1037",2012,"Chinook","Sacramento River Winter-run Chinook Salmon",14446535,127385699.16,"RMIS_10.29.24_https://www.rmpc.org/","2012 Chinook Sacramento River Winter-run Chinook Salmon"
"1038",2013,"Chinook","Sacramento River Winter-run Chinook Salmon",12737238,81034869.08,"RMIS_10.29.24_https://www.rmpc.org/","2013 Chinook Sacramento River Winter-run Chinook Salmon"
"1039",2014,"Chinook","Sacramento River Winter-run Chinook Salmon",9183806,95769215.77,"RMIS_10.29.24_https://www.rmpc.org/","2014 Chinook Sacramento River Winter-run Chinook Salmon"
"1040",2015,"Chinook","Sacramento River Winter-run Chinook Salmon",12603474,90339101.48,"RMIS_10.29.24_https://www.rmpc.org/","2015 Chinook Sacramento River Winter-run Chinook Salmon"
"1041",2016,"Chinook","Sacramento River Winter-run Chinook Salmon",14279476,NA,"RMIS_10.29.24_https://www.rmpc.org/","2016 Chinook Sacramento River Winter-run Chinook Salmon"
"1042",2017,"Chinook","Sacramento River Winter-run Chinook Salmon",13209440,76314301.34,"RMIS_10.29.24_https://www.rmpc.org/","2017 Chinook Sacramento River Winter-run Chinook Salmon"
"1043",2018,"Chinook","Sacramento River Winter-run Chinook Salmon",8919404,92096241.42,"RMIS_10.29.24_https://www.rmpc.org/","2018 Chinook Sacramento River Winter-run Chinook Salmon"
"1044",2019,"Chinook","Sacramento River Winter-run Chinook Salmon",14527772,104023862.32,"RMIS_10.29.24_https://www.rmpc.org/","2019 Chinook Sacramento River Winter-run Chinook Salmon"
"1045",2020,"Chinook","Sacramento River Winter-run Chinook Salmon",12888070,64222248.5,"RMIS_10.29.24_https://www.rmpc.org/","2020 Chinook Sacramento River Winter-run Chinook Salmon"
"1046",2021,"Chinook","Sacramento River Winter-run Chinook Salmon",15650355,NA,"RMIS_10.29.24_https://www.rmpc.org/","2021 Chinook Sacramento River Winter-run Chinook Salmon"
"1047",2022,"Chinook","Sacramento River Winter-run Chinook Salmon",13478403,NA,"RMIS_10.29.24_https://www.rmpc.org/","2022 Chinook Sacramento River Winter-run Chinook Salmon"
"1048",1990,"Steelhead","Snake River Basin Steelhead DPS",12145585,961907127.33,"RMIS_10.29.24_https://www.rmpc.org/","1990 Steelhead Snake River Basin Steelhead DPS"
"1049",1991,"Steelhead","Snake River Basin Steelhead DPS",10550844,1011818451.43,"RMIS_10.29.24_https://www.rmpc.org/","1991 Steelhead Snake River Basin Steelhead DPS"
"1050",1992,"Steelhead","Snake River Basin Steelhead DPS",9877048,878540181.73,"RMIS_10.29.24_https://www.rmpc.org/","1992 Steelhead Snake River Basin Steelhead DPS"
"1051",1993,"Steelhead","Snake River Basin Steelhead DPS",9883041,NA,"RMIS_10.29.24_https://www.rmpc.org/","1993 Steelhead Snake River Basin Steelhead DPS"
"1052",1994,"Steelhead","Snake River Basin Steelhead DPS",11280641,NA,"RMIS_10.29.24_https://www.rmpc.org/","1994 Steelhead Snake River Basin Steelhead DPS"
"1053",1995,"Steelhead","Snake River Basin Steelhead DPS",10622346,919202966.21,"RMIS_10.29.24_https://www.rmpc.org/","1995 Steelhead Snake River Basin Steelhead DPS"
"1054",1996,"Steelhead","Snake River Basin Steelhead DPS",10654911,904728632.39,"RMIS_10.29.24_https://www.rmpc.org/","1996 Steelhead Snake River Basin Steelhead DPS"
"1055",1997,"Steelhead","Snake River Basin Steelhead DPS",10181725,860778176.81,"RMIS_10.29.24_https://www.rmpc.org/","1997 Steelhead Snake River Basin Steelhead DPS"
"1056",1998,"Steelhead","Snake River Basin Steelhead DPS",9294960,NA,"RMIS_10.29.24_https://www.rmpc.org/","1998 Steelhead Snake River Basin Steelhead DPS"
"1057",1999,"Steelhead","Snake River Basin Steelhead DPS",9469550,680759553.34,"RMIS_10.29.24_https://www.rmpc.org/","1999 Steelhead Snake River Basin Steelhead DPS"
"1058",2000,"Steelhead","Snake River Basin Steelhead DPS",10348983,NA,"RMIS_10.29.24_https://www.rmpc.org/","2000 Steelhead Snake River Basin Steelhead DPS"
"1059",2001,"Steelhead","Snake River Basin Steelhead DPS",9909652,902763577.86,"RMIS_10.29.24_https://www.rmpc.org/","2001 Steelhead Snake River Basin Steelhead DPS"
"1060",2002,"Steelhead","Snake River Basin Steelhead DPS",9784687,951119857.47,"RMIS_10.29.24_https://www.rmpc.org/","2002 Steelhead Snake River Basin Steelhead DPS"
"1061",2003,"Steelhead","Snake River Basin Steelhead DPS",9132751,830622971.75,"RMIS_10.29.24_https://www.rmpc.org/","2003 Steelhead Snake River Basin Steelhead DPS"
"1062",2004,"Steelhead","Snake River Basin Steelhead DPS",9537642,925529105.03,"RMIS_10.29.24_https://www.rmpc.org/","2004 Steelhead Snake River Basin Steelhead DPS"
"1063",2005,"Steelhead","Snake River Basin Steelhead DPS",9032564,NA,"RMIS_10.29.24_https://www.rmpc.org/","2005 Steelhead Snake River Basin Steelhead DPS"
"1064",2006,"Steelhead","Snake River Basin Steelhead DPS",9512358,866168007.25,"RMIS_10.29.24_https://www.rmpc.org/","2006 Steelhead Snake River Basin Steelhead DPS"
"1065",2007,"Steelhead","Snake River Basin Steelhead DPS",8637798,858468376.02,"RMIS_10.29.24_https://www.rmpc.org/","2007 Steelhead Snake River Basin Steelhead DPS"
"1066",2008,"Steelhead","Snake River Basin Steelhead DPS",8387602,818890694.78,"RMIS_10.29.24_https://www.rmpc.org/","2008 Steelhead Snake River Basin Steelhead DPS"
"1067",2009,"Steelhead","Snake River Basin Steelhead DPS",7959993,NA,"RMIS_10.29.24_https://www.rmpc.org/","2009 Steelhead Snake River Basin Steelhead DPS"
"1068",2010,"Steelhead","Snake River Basin Steelhead DPS",7670038,NA,"RMIS_10.29.24_https://www.rmpc.org/","2010 Steelhead Snake River Basin Steelhead DPS"
"1069",2011,"Steelhead","Snake River Basin Steelhead DPS",7977475,NA,"RMIS_10.29.24_https://www.rmpc.org/","2011 Steelhead Snake River Basin Steelhead DPS"
"1070",2012,"Steelhead","Snake River Basin Steelhead DPS",9329402,NA,"RMIS_10.29.24_https://www.rmpc.org/","2012 Steelhead Snake River Basin Steelhead DPS"
"1071",2013,"Steelhead","Snake River Basin Steelhead DPS",9289166,NA,"RMIS_10.29.24_https://www.rmpc.org/","2013 Steelhead Snake River Basin Steelhead DPS"
"1072",2014,"Steelhead","Snake River Basin Steelhead DPS",9726938,NA,"RMIS_10.29.24_https://www.rmpc.org/","2014 Steelhead Snake River Basin Steelhead DPS"
"1073",2015,"Steelhead","Snake River Basin Steelhead DPS",9855569,NA,"RMIS_10.29.24_https://www.rmpc.org/","2015 Steelhead Snake River Basin Steelhead DPS"
"1074",2016,"Steelhead","Snake River Basin Steelhead DPS",9624797,NA,"RMIS_10.29.24_https://www.rmpc.org/","2016 Steelhead Snake River Basin Steelhead DPS"
"1075",2017,"Steelhead","Snake River Basin Steelhead DPS",9706609,NA,"RMIS_10.29.24_https://www.rmpc.org/","2017 Steelhead Snake River Basin Steelhead DPS"
"1076",2018,"Steelhead","Snake River Basin Steelhead DPS",9490940,NA,"RMIS_10.29.24_https://www.rmpc.org/","2018 Steelhead Snake River Basin Steelhead DPS"
"1077",2019,"Steelhead","Snake River Basin Steelhead DPS",9375125,NA,"RMIS_10.29.24_https://www.rmpc.org/","2019 Steelhead Snake River Basin Steelhead DPS"
"1078",2020,"Steelhead","Snake River Basin Steelhead DPS",9223600,NA,"RMIS_10.29.24_https://www.rmpc.org/","2020 Steelhead Snake River Basin Steelhead DPS"
"1079",2021,"Steelhead","Snake River Basin Steelhead DPS",8260619,NA,"RMIS_10.29.24_https://www.rmpc.org/","2021 Steelhead Snake River Basin Steelhead DPS"
"1080",2022,"Steelhead","Snake River Basin Steelhead DPS",8161715,NA,"RMIS_10.29.24_https://www.rmpc.org/","2022 Steelhead Snake River Basin Steelhead DPS"
"1081",2023,"Steelhead","Snake River Basin Steelhead DPS",8349306,NA,"RMIS_10.29.24_https://www.rmpc.org/","2023 Steelhead Snake River Basin Steelhead DPS"
"1082",1990,"Chinook","Snake River Fall-run Chinook Salmon ESU",16576283,312304286.17,"RMIS_10.29.24_https://www.rmpc.org/","1990 Chinook Snake River Fall-run Chinook Salmon ESU"
"1083",1991,"Chinook","Snake River Fall-run Chinook Salmon ESU",10248643,204619621.71,"RMIS_10.29.24_https://www.rmpc.org/","1991 Chinook Snake River Fall-run Chinook Salmon ESU"
"1084",1992,"Chinook","Snake River Fall-run Chinook Salmon ESU",11042230,258184014.79,"RMIS_10.29.24_https://www.rmpc.org/","1992 Chinook Snake River Fall-run Chinook Salmon ESU"
"1085",1993,"Chinook","Snake River Fall-run Chinook Salmon ESU",6247230,145666237.92,"RMIS_10.29.24_https://www.rmpc.org/","1993 Chinook Snake River Fall-run Chinook Salmon ESU"
"1086",1994,"Chinook","Snake River Fall-run Chinook Salmon ESU",12954792,NA,"RMIS_10.29.24_https://www.rmpc.org/","1994 Chinook Snake River Fall-run Chinook Salmon ESU"
"1087",1995,"Chinook","Snake River Fall-run Chinook Salmon ESU",11798537,303353787,"RMIS_10.29.24_https://www.rmpc.org/","1995 Chinook Snake River Fall-run Chinook Salmon ESU"
"1088",1996,"Chinook","Snake River Fall-run Chinook Salmon ESU",2815329,79266562.02,"RMIS_10.29.24_https://www.rmpc.org/","1996 Chinook Snake River Fall-run Chinook Salmon ESU"
"1089",1997,"Chinook","Snake River Fall-run Chinook Salmon ESU",1886110,57968629.61,"RMIS_10.29.24_https://www.rmpc.org/","1997 Chinook Snake River Fall-run Chinook Salmon ESU"
"1090",1998,"Chinook","Snake River Fall-run Chinook Salmon ESU",5746645,NA,"RMIS_10.29.24_https://www.rmpc.org/","1998 Chinook Snake River Fall-run Chinook Salmon ESU"
"1091",1999,"Chinook","Snake River Fall-run Chinook Salmon ESU",10513079,NA,"RMIS_10.29.24_https://www.rmpc.org/","1999 Chinook Snake River Fall-run Chinook Salmon ESU"
