"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"mu[1]",0.0256539062416076,0.00448310925280881,0.329261072599294,-0.621344814049206,-0.195844822983983,0.0268635842049524,0.248144286392582,0.667210640910854,5394.13897956014,1.0009194814164
"mu[2]",0.0817536906614527,0.00458100145141365,0.328494295838462,-0.567496573298726,-0.137764026816291,0.0811119274598455,0.301821041167451,0.722536535017365,5142.03237265906,1.00076434984628
"mu[3]",0.0545255125562674,0.00434807450305113,0.327357007647898,-0.592370132476738,-0.162508010512101,0.0564250418736224,0.272911597435004,0.699933680592562,5668.25435524762,1.00094184167465
"mu[4]",0.283183097263649,0.00437724252885206,0.329399791049393,-0.358375178573869,0.0619631534715046,0.284107543930797,0.504092655066758,0.929048663459029,5662.9850931889,1.00036165463984
"mu[5]",0.265247051519583,0.00454182501873215,0.329511213391509,-0.381424762552543,0.0443928049009119,0.264422502629146,0.484245895145273,0.916858107809034,5263.56027028142,1.00108005126147
"mu[6]",-0.0638932031823644,0.00451149928269705,0.329285906734407,-0.712847418996082,-0.282319579416778,-0.0624792209997564,0.154936057116013,0.581521421950179,5327.26746368178,1.00108499095207
"mu[7]",0.118913766432565,0.0045796331116715,0.331052513664941,-0.533383052759153,-0.103419504950539,0.11886728721844,0.342157381033543,0.772783982425542,5225.5547952589,1.00068965408175
"mu[8]",-0.119220972243124,0.00465619236578345,0.337402185713745,-0.788371242992975,-0.344626860933766,-0.120289950267178,0.103849779133467,0.542905401518907,5250.90250169679,1.00090107051956
"mu[9]",0.0894031444210834,0.00460169510817098,0.33143575874579,-0.554360489206655,-0.135591411191375,0.08486056063666,0.313700545126583,0.741741076141548,5187.55894672848,1.00115706731264
"sigma2_R",0.121807069531828,0.00218200960675544,0.0844646652879044,0.0160998072090217,0.0579525853871976,0.103831737670434,0.166060791878214,0.329814010131515,1498.43122380503,1.0044084306401
"sigma2_Q",2.11819629776237,0.00493218584445748,0.57255576538441,1.26948528622366,1.72061844986137,2.02781739768168,2.41009121513356,3.50574311101544,13475.867107251,1.00070878654775
"theta",0.617751942379075,0.00101295008762715,0.101420773578909,0.412221804329646,0.548489942219996,0.620876763917462,0.690315841577591,0.804962898426137,10024.846809458,1.00065325131372
