"","year","population","group","Mean","SD","Median","X.025","X.975","X.05","X.95","FRACWILD","obs_spawners","nat.Mean","nat.X.025","nat.X.975","nat.X.05","nat.X.95","ESU"
"1",1995,"Salmon (Chinook (Upper Willamette River ESU) - Willamette Falls esc","Upper Willamette River Chinook Salmon ESU",21439.4638214582,4213.72709590347,20917.9222943103,14634.799257118,31510.5041377275,15703.1441358898,28900.1521015938,NA,20592,NA,NA,NA,NA,NA,"Upper Willamette River Chinook Salmon ESU"
"2",1996,"Salmon (Chinook (Upper Willamette River ESU) - Willamette Falls esc","Upper Willamette River Chinook Salmon ESU",22785.0892742311,3999.8293321823,22302.3471418856,16207.8457685305,32086.3757921294,17270.5568292158,29921.8650807061,NA,21605,NA,NA,NA,NA,NA,"Upper Willamette River Chinook Salmon ESU"
"3",1997,"Salmon (Chinook (Upper Willamette River ESU) - Willamette Falls esc","Upper Willamette River Chinook Salmon ESU",27526.5583398562,4624.6897233613,27038.9076273847,19710.2896003312,38056.3380429302,20912.8626081335,35627.5388089988,NA,26885,NA,NA,NA,NA,NA,"Upper Willamette River Chinook Salmon ESU"
"4",1998,"Salmon (Chinook (Upper Willamette River ESU) - Willamette Falls esc","Upper Willamette River Chinook Salmon ESU",34332.7411011171,5624.87870587799,33964.8232434585,24182.2482965838,46869.2802383226,25866.8560784544,44053.5881761597,NA,34461,NA,NA,NA,NA,NA,"Upper Willamette River Chinook Salmon ESU"
"5",1999,"Salmon (Chinook (Upper Willamette River ESU) - Willamette Falls esc","Upper Willamette River Chinook Salmon ESU",40043.649864656,6529.25646069399,39654.9651345195,28211.9418043988,54641.9788847675,30224.0972133296,51379.7145807721,NA,40410,NA,NA,NA,NA,NA,"Upper Willamette River Chinook Salmon ESU"
"6",2000,"Salmon (Chinook (Upper Willamette River ESU) - Willamette Falls esc","Upper Willamette River Chinook Salmon ESU",42052.4835868089,7184.39736016964,41211.6803308728,30249.8888100831,59033.389129579,32047.4749916466,55052.2955653732,NA,39073,NA,NA,NA,NA,NA,"Upper Willamette River Chinook Salmon ESU"
"7",2001,"Salmon (Chinook (Upper Willamette River ESU) - Willamette Falls esc","Upper Willamette River Chinook Salmon ESU",55332.9571226165,9124.3209856328,54570.4482193845,39393.8375220224,75840.1727946989,41871.4201018715,71140.3301184362,NA,53973,NA,NA,NA,NA,NA,"Upper Willamette River Chinook Salmon ESU"
"8",2002,"Salmon (Chinook (Upper Willamette River ESU) - Willamette Falls esc","Upper Willamette River Chinook Salmon ESU",78012.4467002215,13374.5949289496,77946.6798847956,51904.1999585889,105736.728452696,56331.5750702317,99933.0892461298,NA,83136,NA,NA,NA,NA,NA,"Upper Willamette River Chinook Salmon ESU"
"9",2003,"Salmon (Chinook (Upper Willamette River ESU) - Willamette Falls esc","Upper Willamette River Chinook Salmon ESU",84489.635749665,14541.704517077,84521.2349018961,55757.2610465517,114661.903382661,60690.9050893114,108389.152940492,NA,87749,NA,NA,NA,NA,NA,"Upper Willamette River Chinook Salmon ESU"
"10",2004,"Salmon (Chinook (Upper Willamette River ESU) - Willamette Falls esc","Upper Willamette River Chinook Salmon ESU",83057.5359271099,15556.6929066708,83784.7616380482,51542.0092879702,112766.330602402,56422.5084176902,107337.381221081,NA,96776,NA,NA,NA,NA,NA,"Upper Willamette River Chinook Salmon ESU"
"11",2005,"Salmon (Chinook (Upper Willamette River ESU) - Willamette Falls esc","Upper Willamette River Chinook Salmon ESU",41808.3700487066,7468.54943453109,40625.5967781867,30315.4342850866,59857.0644859305,31951.9865819937,55689.8871559328,NA,36633,NA,NA,NA,NA,NA,"Upper Willamette River Chinook Salmon ESU"
