"","population","group","tot.mean","nat.mean","obs.mean","start.year","stop.year","ESU"
"1","Calawah Winter Steelhead","Olympic Peninsula Steelhead",4526.02326754053,NA,4480.81549266033,1995,1999,"Olympic Peninsula Steelhead"
"2","Clallam River","Olympic Peninsula Steelhead",215.615089947098,NA,NA,1995,1999,"Olympic Peninsula Steelhead"
"3","Deep Creek","Olympic Peninsula Steelhead",153.909502915585,NA,149.577698958308,1995,1999,"Olympic Peninsula Steelhead"
"4","Dickey Winter Steelhead","Olympic Peninsula Steelhead",603.715978564254,NA,625.988810166613,1995,1999,"Olympic Peninsula Steelhead"
"5","East Twin River","Olympic Peninsula Steelhead",79.777641050935,NA,77.1407549881383,1995,1999,"Olympic Peninsula Steelhead"
"6","Goodman Creek Winter Steelhead","Olympic Peninsula Steelhead",251.750498784903,NA,244.523958300179,1995,1999,"Olympic Peninsula Steelhead"
"7","Hoh Winter Steelhead","Olympic Peninsula Steelhead",2795.48942556775,NA,2816.1443856647,1995,1999,"Olympic Peninsula Steelhead"
"8","Hoko / Little Rivers","Olympic Peninsula Steelhead",678.243843649668,NA,690.493671386407,1995,1999,"Olympic Peninsula Steelhead"
"9","Pysht / SF Pysht rivers","Olympic Peninsula Steelhead",324.63741147997,NA,325.125548155653,1995,1999,"Olympic Peninsula Steelhead"
"10","Queets Winter Steelhead (incl. Clearwater)","Olympic Peninsula Steelhead",3341.09314460539,NA,3078.22554179901,1995,1999,"Olympic Peninsula Steelhead"
"11","Quillayute-Bogachiel Winter Steelhead","Olympic Peninsula Steelhead",2478.44124646073,NA,2420.61337121406,1995,1999,"Olympic Peninsula Steelhead"
"12","Quinault Winter Steelhead","Olympic Peninsula Steelhead",2635.36784791292,NA,2560.40438967709,1995,1999,"Olympic Peninsula Steelhead"
"13","Salt Creek and Tributaries","Olympic Peninsula Steelhead",165.262936351564,NA,168.508515696414,1995,1999,"Olympic Peninsula Steelhead"
"14","Sol Duc Winter Steelhead","Olympic Peninsula Steelhead",5974.59901605043,NA,6163.46919093801,1995,1999,"Olympic Peninsula Steelhead"
"15","West Twin River","Olympic Peninsula Steelhead",111.141206026308,NA,108.354681473782,1995,1999,"Olympic Peninsula Steelhead"
"16","Calawah Winter Steelhead","Olympic Peninsula Steelhead",4094.19707164468,NA,4000.39802741236,2000,2004,"Olympic Peninsula Steelhead"
"17","Clallam River","Olympic Peninsula Steelhead",209.702747769082,NA,214.659665898634,2000,2004,"Olympic Peninsula Steelhead"
"18","Deep Creek","Olympic Peninsula Steelhead",140.633118108309,NA,146.438611864977,2000,2004,"Olympic Peninsula Steelhead"
