"","population","type","start.year","stop.year","trend.mean","trend.se","ESU"
"1","Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem","Total",1995,2020,0.153138475023701,0.020586270474521,"Snake River Fall-run Chinook Salmon ESU"
"2","Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem","Natural",1995,2020,0.126936800594223,0.0176794989331657,"Snake River Fall-run Chinook Salmon ESU"
