"","population","type","start.year","stop.year","trend.mean","trend.se","ESU"
"1","Steelhead (Puget Sound DPS) - Cedar River","Total",1995,2020,-0.201007481089245,0.0190535113035928,"Puget Sound Steelhead DPS"
"2","Steelhead (Puget Sound DPS) - Cedar River","Natural",1995,2020,-0.210374538694417,0.0220728613726007,"Puget Sound Steelhead DPS"
"3","Steelhead (Puget Sound DPS) - Eastside Hood Canal Tributaries","Total",1995,2020,0.0507784125819695,0.0114767532200005,"Puget Sound Steelhead DPS"
"4","Steelhead (Puget Sound DPS) - Eastside Hood Canal Tributaries","Natural",1995,2020,0.0507784125819695,0.0114767532200005,"Puget Sound Steelhead DPS"
"5","Steelhead (Puget Sound DPS) - Green River","Total",1995,2020,-0.0478347325243215,0.0103814914205275,"Puget Sound Steelhead DPS"
"6","Steelhead (Puget Sound DPS) - Green River","Natural",1995,2020,-0.0478347325243215,0.0103814914205275,"Puget Sound Steelhead DPS"
"7","Steelhead (Puget Sound DPS) - Nisqually River","Total",1995,2020,0.0273740529203153,0.012187122802441,"Puget Sound Steelhead DPS"
"8","Steelhead (Puget Sound DPS) - Nisqually River","Natural",1995,2020,0.032490766101456,0.0126362316921887,"Puget Sound Steelhead DPS"
"9","Steelhead (Puget Sound DPS) - Pilchuck River","Total",1995,2020,-0.0305117587617955,0.00980280318614055,"Puget Sound Steelhead DPS"
"10","Steelhead (Puget Sound DPS) - Pilchuck River","Natural",1995,2020,-0.0229554702397839,0.0106858135002438,"Puget Sound Steelhead DPS"
"11","Steelhead (Puget Sound DPS) - Puyallup River","Total",1995,2020,-0.00270003485481328,0.0142032492122604,"Puget Sound Steelhead DPS"
"12","Steelhead (Puget Sound DPS) - Puyallup River","Natural",1995,2020,-0.00270003485481328,0.0142032492122604,"Puget Sound Steelhead DPS"
"13","Steelhead (Puget Sound DPS) - Puyallup River-Carbon River","Total",1995,2020,-0.00659125517757895,0.0137446919011214,"Puget Sound Steelhead DPS"
"14","Steelhead (Puget Sound DPS) - Puyallup River-Carbon River","Natural",1995,2020,-0.00659125517757895,0.0137446919011214,"Puget Sound Steelhead DPS"
"15","Steelhead (Puget Sound DPS) - Samish River & Bellingham Bay Tributaries","Total",1995,2020,0.0160681688362766,0.00730327900242492,"Puget Sound Steelhead DPS"
"16","Steelhead (Puget Sound DPS) - Samish River & Bellingham Bay Tributaries","Natural",1995,2020,0.0158961106790394,0.00836812337951803,"Puget Sound Steelhead DPS"
"17","Steelhead (Puget Sound DPS) - Skagit River","Total",1995,2020,0.000520344755483034,0.00746549579164644,"Puget Sound Steelhead DPS"
"18","Steelhead (Puget Sound DPS) - Skagit River","Natural",1995,2020,0.0051606203157741,0.00916026148293948,"Puget Sound Steelhead DPS"
"19","Steelhead (Puget Sound DPS) - Skokomish River","Total",1995,2020,0.0565490764085282,0.0109747997455694,"Puget Sound Steelhead DPS"
"20","Steelhead (Puget Sound DPS) - Skokomish River","Natural",1995,2020,0.065095058030108,0.0112152854686108,"Puget Sound Steelhead DPS"
"21","Steelhead (Puget Sound DPS) - Snohomish & Skykomish River","Total",1995,2020,-0.079011525839181,0.00800290947532217,"Puget Sound Steelhead DPS"
"22","Steelhead (Puget Sound DPS) - Snohomish & Skykomish River","Natural",1995,2020,-0.0762684001934998,0.00923520697440322,"Puget Sound Steelhead DPS"
"23","Steelhead (Puget Sound DPS) - Snoqualmie River","Total",1995,2020,-0.0643342245948039,0.00714221351530957,"Puget Sound Steelhead DPS"
"24","Steelhead (Puget Sound DPS) - Snoqualmie River","Natural",1995,2020,-0.062265334380606,0.00817840174801961,"Puget Sound Steelhead DPS"
"25","Steelhead (Puget Sound DPS) - South Hood Canal Tributaries","Total",1995,2020,-0.058961636601375,0.00829734301198489,"Puget Sound Steelhead DPS"
"26","Steelhead (Puget Sound DPS) - South Hood Canal Tributaries","Natural",1995,2020,-0.0581893985796959,0.0107654981048083,"Puget Sound Steelhead DPS"
"27","Steelhead (Puget Sound DPS) - Stait of Juan de Fuca Independents","Total",1995,2020,-0.0404032666486285,0.00965893172971329,"Puget Sound Steelhead DPS"
"28","Steelhead (Puget Sound DPS) - Stait of Juan de Fuca Independents","Natural",1995,2020,-0.0362307981143403,0.0101685494131094,"Puget Sound Steelhead DPS"
"29","Steelhead (Puget Sound DPS) - Stillaguamish River","Total",1995,2020,-0.0440246703926982,0.0100179197324477,"Puget Sound Steelhead DPS"
"30","Steelhead (Puget Sound DPS) - Stillaguamish River","Natural",1995,2020,-0.0409385537368114,0.0105956578866245,"Puget Sound Steelhead DPS"
"31","Steelhead (Puget Sound DPS) - Tolt River Summer-run","Total",1995,2020,-0.0669871285029751,0.00777247918316216,"Puget Sound Steelhead DPS"
"32","Steelhead (Puget Sound DPS) - Tolt River Summer-run","Natural",1995,2020,-0.0669871285029751,0.00777247918316216,"Puget Sound Steelhead DPS"
"33","Steelhead (Puget Sound DPS) - Westside Hood Canal Tributaries","Total",1995,2020,0.00975700763077314,0.0080306181001738,"Puget Sound Steelhead DPS"
"34","Steelhead (Puget Sound DPS) - Westside Hood Canal Tributaries","Natural",1995,2020,0.0116428038864402,0.00864959501246765,"Puget Sound Steelhead DPS"
"35","Steelhead (Puget Sound DPS) - White River","Total",1995,2020,0.0252532428360066,0.00909985372609469,"Puget Sound Steelhead DPS"
"36","Steelhead (Puget Sound DPS) - White River","Natural",1995,2020,0.0228315135350149,0.00977511393271872,"Puget Sound Steelhead DPS"
