"","population","group","tot.mean","nat.mean","obs.mean","start.year","stop.year","ESU"
"1","Steelhead (Puget Sound DPS) - Cedar River","Puget Sound Steelhead DPS",265.362889046622,265.362889046622,295.163801660521,1995,1999,"Puget Sound Steelhead DPS"
"2","Steelhead (Puget Sound DPS) - Eastside Hood Canal Tributaries","Puget Sound Steelhead DPS",22.9415569342019,22.9415569342019,20.8749696472675,1995,1999,"Puget Sound Steelhead DPS"
"3","Steelhead (Puget Sound DPS) - Green River","Puget Sound Steelhead DPS",2682.8831914531,2682.8831914531,2584.69022421532,1995,1999,"Puget Sound Steelhead DPS"
"4","Steelhead (Puget Sound DPS) - Nisqually River","Puget Sound Steelhead DPS",751.581153468943,741.678486992844,NA,1995,1999,"Puget Sound Steelhead DPS"
"5","Steelhead (Puget Sound DPS) - Pilchuck River","Puget Sound Steelhead DPS",1411.57445296041,1373.83427876139,NA,1995,1999,"Puget Sound Steelhead DPS"
"6","Steelhead (Puget Sound DPS) - Puyallup River","Puget Sound Steelhead DPS",201.692518118926,201.692518118926,195.890906169946,1995,1999,"Puget Sound Steelhead DPS"
"7","Steelhead (Puget Sound DPS) - Puyallup River-Carbon River","Puget Sound Steelhead DPS",788.848796179308,788.848796179308,800.343579161627,1995,1999,"Puget Sound Steelhead DPS"
"8","Steelhead (Puget Sound DPS) - Samish River & Bellingham Bay Tributaries","Puget Sound Steelhead DPS",791.081349123259,788.608411987169,NA,1995,1999,"Puget Sound Steelhead DPS"
"9","Steelhead (Puget Sound DPS) - Skagit River","Puget Sound Steelhead DPS",7554.53453141675,7558.59439989783,NA,1995,1999,"Puget Sound Steelhead DPS"
"10","Steelhead (Puget Sound DPS) - Skokomish River","Puget Sound Steelhead DPS",364.662849331681,363.239032571468,NA,1995,1999,"Puget Sound Steelhead DPS"
"11","Steelhead (Puget Sound DPS) - Snohomish & Skykomish River","Puget Sound Steelhead DPS",3738.55231257234,3621.06978890567,NA,1995,1999,"Puget Sound Steelhead DPS"
"12","Steelhead (Puget Sound DPS) - Snoqualmie River","Puget Sound Steelhead DPS",2007.93075574591,1985.36407282933,NA,1995,1999,"Puget Sound Steelhead DPS"
"13","Steelhead (Puget Sound DPS) - South Hood Canal Tributaries","Puget Sound Steelhead DPS",269.847425585282,274.289272005145,NA,1995,1999,"Puget Sound Steelhead DPS"
"14","Steelhead (Puget Sound DPS) - Stait of Juan de Fuca Independents","Puget Sound Steelhead DPS",208.065784663737,208.065784663737,191.077802213847,1995,1999,"Puget Sound Steelhead DPS"
"15","Steelhead (Puget Sound DPS) - Stillaguamish River","Puget Sound Steelhead DPS",1164.79423442027,1153.10513555767,NA,1995,1999,"Puget Sound Steelhead DPS"
"16","Steelhead (Puget Sound DPS) - Tolt River Summer-run","Puget Sound Steelhead DPS",220.202737689312,220.202737689312,212.00205279058,1995,1999,"Puget Sound Steelhead DPS"
"17","Steelhead (Puget Sound DPS) - Westside Hood Canal Tributaries","Puget Sound Steelhead DPS",105.751230959647,105.751230959647,96.9963111748606,1995,1999,"Puget Sound Steelhead DPS"
"18","Steelhead (Puget Sound DPS) - White River","Puget Sound Steelhead DPS",339.138494897817,339.138494897817,310.861083465077,1995,1999,"Puget Sound Steelhead DPS"
"19","Steelhead (Puget Sound DPS) - Cedar River","Puget Sound Steelhead DPS",42.5330190324764,42.5330190324764,36.7918274106176,2000,2004,"Puget Sound Steelhead DPS"
"20","Steelhead (Puget Sound DPS) - Eastside Hood Canal Tributaries","Puget Sound Steelhead DPS",24.3283563257453,24.3283563257453,24.705176489667,2000,2004,"Puget Sound Steelhead DPS"
"21","Steelhead (Puget Sound DPS) - Green River","Puget Sound Steelhead DPS",1879.02283374287,1879.02283374287,1885.31061143181,2000,2004,"Puget Sound Steelhead DPS"
"22","Steelhead (Puget Sound DPS) - Nisqually River","Puget Sound Steelhead DPS",412.732254026171,412.732254026171,408.727945644702,2000,2004,"Puget Sound Steelhead DPS"
"23","Steelhead (Puget Sound DPS) - Pilchuck River","Puget Sound Steelhead DPS",643.103418949496,643.103418949496,604.260793287355,2000,2004,"Puget Sound Steelhead DPS"
"24","Steelhead (Puget Sound DPS) - Puyallup River","Puget Sound Steelhead DPS",95.836046964078,95.836046964078,92.598424953289,2000,2004,"Puget Sound Steelhead DPS"
"25","Steelhead (Puget Sound DPS) - Puyallup River-Carbon River","Puget Sound Steelhead DPS",336.8376442276,336.8376442276,335.377266431944,2000,2004,"Puget Sound Steelhead DPS"
"26","Steelhead (Puget Sound DPS) - Samish River & Bellingham Bay Tributaries","Puget Sound Steelhead DPS",801.572413862759,801.572413862759,851.894766420794,2000,2004,"Puget Sound Steelhead DPS"
"27","Steelhead (Puget Sound DPS) - Skagit River","Puget Sound Steelhead DPS",5706.07729791029,5706.07729791029,5418.82793272061,2000,2004,"Puget Sound Steelhead DPS"
"28","Steelhead (Puget Sound DPS) - Skokomish River","Puget Sound Steelhead DPS",215.736063765013,215.736063765013,204.55598847984,2000,2004,"Puget Sound Steelhead DPS"
"29","Steelhead (Puget Sound DPS) - Snohomish & Skykomish River","Puget Sound Steelhead DPS",1896.87038295219,1896.87038295219,1718.31575380652,2000,2004,"Puget Sound Steelhead DPS"
"30","Steelhead (Puget Sound DPS) - Snoqualmie River","Puget Sound Steelhead DPS",1121.14029409188,1121.14029409188,1019.94934820656,2000,2004,"Puget Sound Steelhead DPS"
"31","Steelhead (Puget Sound DPS) - South Hood Canal Tributaries","Puget Sound Steelhead DPS",179.920962360032,179.920962360032,175.969158220383,2000,2004,"Puget Sound Steelhead DPS"
"32","Steelhead (Puget Sound DPS) - Stait of Juan de Fuca Independents","Puget Sound Steelhead DPS",205.490133209365,205.490133209365,212.366503439652,2000,2004,"Puget Sound Steelhead DPS"
"33","Steelhead (Puget Sound DPS) - Stillaguamish River","Puget Sound Steelhead DPS",577.543966055496,577.543966055496,550.22471172846,2000,2004,"Puget Sound Steelhead DPS"
"34","Steelhead (Puget Sound DPS) - Tolt River Summer-run","Puget Sound Steelhead DPS",125.548796908837,125.548796908837,119.054558666654,2000,2004,"Puget Sound Steelhead DPS"
"35","Steelhead (Puget Sound DPS) - Westside Hood Canal Tributaries","Puget Sound Steelhead DPS",191.411820009524,191.411820009524,207.936334755077,2000,2004,"Puget Sound Steelhead DPS"
"36","Steelhead (Puget Sound DPS) - White River","Puget Sound Steelhead DPS",283.959014519524,283.959014519524,301.274635537246,2000,2004,"Puget Sound Steelhead DPS"
"37","Steelhead (Puget Sound DPS) - Cedar River","Puget Sound Steelhead DPS",9.53374271870533,12.5171066277568,NA,2005,2009,"Puget Sound Steelhead DPS"
"38","Steelhead (Puget Sound DPS) - Eastside Hood Canal Tributaries","Puget Sound Steelhead DPS",36.8035269793175,36.8035269793175,37.386525155272,2005,2009,"Puget Sound Steelhead DPS"
