"","year","population","group","Mean","SD","Median","X.025","X.975","X.05","X.95","FRACWILD","obs_spawners","nat.Mean","nat.X.025","nat.X.975","nat.X.05","nat.X.95","ESU"
"1",1995,"Baker Sockeye-","Baker River Sockeye",3683.29106598655,1653.20999877323,3374.49646098425,1486.28569610731,7745.35624228451,1702.64461287982,6723.21130626842,1,2155,3683.29106598655,1486.28569610731,7745.35624228451,1702.64461287982,6723.21130626842,"Baker River Sockeye"
"2",1996,"Baker Sockeye-","Baker River Sockeye",5252.96459084948,1900.71153996128,4943.58318698511,2466.56123601499,9841.03279727061,2789.15954085979,8779.79227960628,1,7728,5252.96459084948,2466.56123601499,9841.03279727061,2789.15954085979,8779.79227960628,"Baker River Sockeye"
"3",1997,"Baker Sockeye-","Baker River Sockeye",5243.73130861415,1839.11305602696,4942.52380568861,2573.74428254614,9661.45624349262,2882.19629071594,8615.73828623767,1,3418,5243.73130861415,2573.74428254614,9661.45624349262,2882.19629071594,8615.73828623767,"Baker River Sockeye"
"4",1998,"Baker Sockeye-","Baker River Sockeye",7516.35850078644,2939.87729117076,6935.58455306215,3527.91790691481,14691.5552582802,3923.39211256891,13058.4486007595,1,13187,7516.35850078644,3527.91790691481,14691.5552582802,3923.39211256891,13058.4486007595,"Baker River Sockeye"
"5",1999,"Baker Sockeye-","Baker River Sockeye",6473.78477971616,2192.22700856096,6111.28349384266,3256.65973237554,11766.4521249926,3636.61494644033,10492.7918815897,1,4654,6473.78477971616,3256.65973237554,11766.4521249926,3636.61494644033,10492.7918815897,"Baker River Sockeye"
"6",2000,"Baker Sockeye-","Baker River Sockeye",7578.81436352675,2701.48430906173,7100.43859039706,3776.4154264003,14128.7854206272,4200.34421515193,12521.288268251,1,10504,7578.81436352675,3776.4154264003,14128.7854206272,4200.34421515193,12521.288268251,"Baker River Sockeye"
"7",2001,"Baker Sockeye-","Baker River Sockeye",6514.82488961486,2195.12342818504,6188.30637760329,3249.96303322449,11770.0250070603,3632.06010631905,10511.6715075859,1,4942,6514.82488961486,3249.96303322449,11770.0250070603,3632.06010631905,10511.6715075859,"Baker River Sockeye"
"8",2002,"Baker Sockeye-","Baker River Sockeye",6670.78601486369,2275.52704359759,6335.92645698683,3267.29020169155,12081.5000545951,3667.61997721127,10753.9185659585,1,4023,6670.78601486369,3267.29020169155,12081.5000545951,3667.61997721127,10753.9185659585,"Baker River Sockeye"
"9",2003,"Baker Sockeye-","Baker River Sockeye",10209.3706093279,4300.24267627562,9213.31049743616,4661.75787748512,20967.8071458446,5194.48787153164,18463.6061107996,1,20236,10209.3706093279,4661.75787748512,20967.8071458446,5194.48787153164,18463.6061107996,"Baker River Sockeye"
"10",2004,"Baker Sockeye-","Baker River Sockeye",8527.40547018764,3014.89101676944,7989.30182532515,4251.01250890032,15860.4595167871,4744.82778521577,14124.558655711,1,10779,8527.40547018764,4251.01250890032,15860.4595167871,4744.82778521577,14124.558655711,"Baker River Sockeye"
