"","population","group","tot.mean","nat.mean","obs.mean","start.year","stop.year","ESU"
"1","freshwtrcrk","California Coastal Chinook salmon",595.971429184704,NA,NA,1995,1999,"California Coastal Chinook salmon"
"2","russianriv","California Coastal Chinook salmon",3931.30971908558,NA,NA,1995,1999,"California Coastal Chinook salmon"
"3","vanarsdale","California Coastal Chinook salmon",112.61435116612,100.887347169998,81.696678312087,1995,1999,"California Coastal Chinook salmon"
"4","freshwtrcrk","California Coastal Chinook salmon",108.567564457442,58.6890071479514,NA,2000,2004,"California Coastal Chinook salmon"
"5","russianriv","California Coastal Chinook salmon",2979.71948767279,NA,NA,2000,2004,"California Coastal Chinook salmon"
"6","vanarsdale","California Coastal Chinook salmon",487.139342304315,359.723524772377,526.163351441305,2000,2004,"California Coastal Chinook salmon"
"7","freshwtrcrk","California Coastal Chinook salmon",11.734324407316,9.66385771983088,9.50583455811435,2005,2009,"California Coastal Chinook salmon"
"8","russianriv","California Coastal Chinook salmon",2868.66993047454,NA,2496.81009959778,2005,2009,"California Coastal Chinook salmon"
"9","vanarsdale","California Coastal Chinook salmon",650.365134412025,600.155011510314,539.672074842805,2005,2009,"California Coastal Chinook salmon"
"10","freshwtrcrk","California Coastal Chinook salmon",3.71829383336372,3.7194935301885,NA,2010,2014,"California Coastal Chinook salmon"
"11","russianriv","California Coastal Chinook salmon",3018.31155651843,NA,3135.64025417434,2010,2014,"California Coastal Chinook salmon"
"12","vanarsdale","California Coastal Chinook salmon",1064.41006336771,1063.98395832183,1112.42097063498,2010,2014,"California Coastal Chinook salmon"
"13","freshwtrcrk","California Coastal Chinook salmon",3.61852669674806,3.61852669674806,3.56520491593201,2015,2019,"California Coastal Chinook salmon"
"14","russianriv","California Coastal Chinook salmon",1856.7353112244,NA,1633.19690262812,2015,2019,"California Coastal Chinook salmon"
"15","vanarsdale","California Coastal Chinook salmon",265.261517377076,265.261517377076,224.872148341549,2015,2019,"California Coastal Chinook salmon"
