"","population","type","start.year","stop.year","trend.mean","trend.se","ESU"
"41","Northeast Hood Canal Fall Chum-","Natural",1995,2020,-0.103526577987324,0.0184876588674892,"Puget Sound-Strait of Georgia Chum"
"42","Puyallup/Carbon Fall Chum-","Total",1995,2020,-0.0232962814457938,0.0173841763539402,"Puget Sound-Strait of Georgia Chum"
"43","Puyallup/Carbon Fall Chum-","Natural",1995,2020,-0.0160037311749261,0.0195729339605445,"Puget Sound-Strait of Georgia Chum"
"44","Quilcene Late Fall Chum-","Total",1995,2020,-0.0845822220010241,0.0222901464908647,"Puget Sound-Strait of Georgia Chum"
"45","Samish/Independents Fall Chum-","Total",1995,2020,-0.166304414424641,0.0180966149149145,"Puget Sound-Strait of Georgia Chum"
"46","Sinclair Inlet Fall Chum-","Total",1995,2020,0.0123633774958218,0.0154717657334459,"Puget Sound-Strait of Georgia Chum"
"47","Sinclair Inlet Fall Chum-","Natural",1995,2020,0.0266592294177438,0.0162305291964423,"Puget Sound-Strait of Georgia Chum"
"48","Skookum Inlet Fall Chum-","Total",1995,2020,0.00465296575171483,0.0135383656773934,"Puget Sound-Strait of Georgia Chum"
"49","Skookum Inlet Fall Chum-","Natural",1995,2020,-0.00113501389795792,0.0150106366460855,"Puget Sound-Strait of Georgia Chum"
"50","Skykomish Fall Chum-","Total",1995,2020,-0.0862308746027771,0.0161118255896906,"Puget Sound-Strait of Georgia Chum"
"51","Skykomish Fall Chum-","Natural",1995,2020,-0.0862308746027771,0.0161118255896906,"Puget Sound-Strait of Georgia Chum"
"52","Southeast Hood Canal Fall Chum-","Total",1995,2020,-0.0558059313504024,0.0152730272004745,"Puget Sound-Strait of Georgia Chum"
"53","Southeast Hood Canal Fall Chum-","Natural",1995,2020,-0.0558059313504024,0.0152730272004745,"Puget Sound-Strait of Georgia Chum"
"54","Totten Inlet Fall Chum-","Total",1995,2020,-0.0475294466861213,0.012154318637682,"Puget Sound-Strait of Georgia Chum"
"55","Totten Inlet Fall Chum-","Natural",1995,2020,-0.0367709432949057,0.013576369173012,"Puget Sound-Strait of Georgia Chum"
"56","Upper Skokomish Late Fall Chum-","Total",1995,2020,-0.031201023369165,0.016223424656397,"Puget Sound-Strait of Georgia Chum"
"57","Upper Skokomish Late Fall Chum-","Natural",1995,2020,-0.031201023369165,0.016223424656397,"Puget Sound-Strait of Georgia Chum"
"58","Upper Skookum Creek Fall Chum-","Total",1995,2020,0.0249275139202295,0.0116444454505498,"Puget Sound-Strait of Georgia Chum"
"59","Upper Skookum Creek Fall Chum-","Natural",1995,2020,0.0276802146817128,0.0150711103527064,"Puget Sound-Strait of Georgia Chum"
"60","Wallace Fall Chum-","Total",1995,2020,-0.179329956790109,0.0361012732841961,"Puget Sound-Strait of Georgia Chum"
"61","Wallace Fall Chum-","Natural",1995,2020,-0.166900814220313,0.0363554437490761,"Puget Sound-Strait of Georgia Chum"
"62","West Hood Canal Fall Chum-","Total",1995,2020,-0.0497827695354616,0.0192400466636301,"Puget Sound-Strait of Georgia Chum"
