"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"mu[1]",-0.078512152575008,0.0018562875007837,0.0789653819216959,-0.233386925898046,-0.131437584529591,-0.0789387499319587,-0.0254280041207763,0.0759846855758581,1809.60171701021,1.00269598356285
"mu[2]",-0.00240805350442986,0.0018783043926513,0.0794292393553997,-0.159068823856234,-0.0555308178987376,-0.00258649069567886,0.0509348610765817,0.153533636371972,1788.25257418954,1.00228552271906
"mu[3]",-0.0165419571861043,0.00180325186819972,0.0776930165260961,-0.169624801707121,-0.068473040079285,-0.0168494123491271,0.0357703066538561,0.136337122954411,1856.31291398441,1.00253149290471
"mu[4]",-0.00424453950172492,0.00185635948223573,0.0785076994015265,-0.159470274996929,-0.0567160004483149,-0.00389432986042126,0.0489456682447124,0.1507717895301,1788.54693092241,1.00267965784057
"mu[5]",0.00665006788139828,0.00183695615264514,0.0791865615414367,-0.148738821181446,-0.0464558069033898,0.00655358004415513,0.0597484069696992,0.163140818729614,1858.25534495387,1.00237378347395
"mu[6]",0.0103463689172316,0.00186603116410899,0.0925677206375553,-0.170174838855794,-0.0518718786541722,0.0102009999097975,0.0721919216444519,0.193474142792238,2460.8285389939,1.00165910738249
"mu[7]",0.0498451204138042,0.00182906525310118,0.0778413876585719,-0.102905703574696,-0.00175931195788533,0.0496572156390936,0.101913497205737,0.202470533109777,1811.18469570363,1.00230393698306
"mu[8]",0.0348528581688965,0.00184535157409115,0.0794130057175826,-0.121147579121752,-0.0187406281825516,0.0348869918094317,0.0884572526766663,0.189642678417976,1851.93196915444,1.00220425405966
"mu[9]",-0.00129373872951654,0.00186114053968822,0.0781321222878552,-0.153806088212991,-0.0538105340878074,-0.00188572659988521,0.0510405642573316,0.151988066401526,1762.38547175817,1.00211817809945
"mu[10]",0.0760648091064435,0.00191075469838279,0.0973469569691753,-0.117180419360386,0.0113181026654658,0.0761667767075824,0.141526910625424,0.266438305825565,2595.58280283007,1.00143442921991
"mu[11]",0.0173598189279249,0.00187727132486801,0.0794222553110378,-0.138071791812578,-0.0355728654216919,0.017372481470493,0.0703282987415371,0.174024669750561,1789.90646988136,1.00285199280215
"mu[12]",0.0747343814641391,0.00185605296966376,0.078686494776653,-0.080442314006336,0.0217961216588324,0.0746958097876792,0.127527904973753,0.228492431395959,1797.29624119533,1.00240399357817
"mu[13]",0.00430833268048284,0.00184621276246201,0.0793929230179278,-0.152170669034819,-0.0487989771962073,0.00405706473203269,0.057046894882893,0.161844983943384,1849.26898417502,1.00224576053675
"mu[14]",-0.0315345670961441,0.00185791365956888,0.0778057766944609,-0.183335943435459,-0.084367195286029,-0.0314251641681889,0.0212036756685462,0.121174412001391,1753.76997018082,1.00230256030176
"mu[15]",-0.0142134790636149,0.00185112250660947,0.0777960565556665,-0.167408714761541,-0.0662670737465805,-0.0140376839189718,0.0379104532435329,0.138809400210876,1766.22018785963,1.00236933376731
"mu[16]",-0.0238592465627635,0.00185308801114207,0.0776308151827761,-0.176982257384744,-0.0757007783054159,-0.0236347724898673,0.0283367465105491,0.12741194952977,1754.99628130425,1.00267914524684
"mu[17]",0.0677963986488228,0.00185468827796511,0.0789897797540618,-0.0872746583625018,0.0145582325540737,0.0678254030347752,0.121507585797752,0.222335131854764,1813.84407832336,1.00243269770343
"sigma2_R",0.11061787495103,0.000241283860627961,0.0151574843673512,0.082337865600473,0.100066507770444,0.110207039957018,0.120569728932805,0.141620100580059,3946.36918925998,1.00064396822929
"sigma2_Q",0.151914875480473,0.00044068741861686,0.0382130022685645,0.093530929691603,0.125158320265235,0.146445698497417,0.172482674324764,0.241783659716717,7519.0161314039,1.0005541505601
"theta",0.650359114345395,0.00152492163794994,0.0968113955369354,0.452205795464858,0.584559442112929,0.654882758076354,0.720376664606931,0.825127989726495,4030.49055004186,1.00030400602241
