"","population","type","start.year","stop.year","trend.mean","trend.se","ESU"
"1","Deschutes Fall Chinook","Total",1995,2020,0.00808715458062246,0.00538790122805006,"Deschutes River Summer-Fall-run Chinook Salmon"
"2","Deschutes Fall Chinook","Natural",1995,2020,0.00808715458062246,0.00538790122805006,"Deschutes River Summer-Fall-run Chinook Salmon"
