"","population","group","tot.mean","nat.mean","obs.mean","start.year","stop.year","ESU"
"67","Coquille fall Chinook","Oregon Coast Chinook salmon",2684.13386141784,2574.96227861657,2632.12565462796,2015,2019,"Oregon Coast Chinook salmon"
"68","Elk fall Chinook","Oregon Coast Chinook salmon",3676.86009031569,2861.5565772887,3774.37049559829,2015,2019,"Oregon Coast Chinook salmon"
"69","Floras fall Chinook","Oregon Coast Chinook salmon",189.251459868039,NA,190.490149003586,2015,2019,"Oregon Coast Chinook salmon"
"70","Nehalem fall Chinook","Oregon Coast Chinook salmon",10432.308577741,10297.1063317757,9829.24405677942,2015,2019,"Oregon Coast Chinook salmon"
"71","Nestucca fall Chinook","Oregon Coast Chinook salmon",5185.13457915226,4445.47305826086,5006.92977844215,2015,2019,"Oregon Coast Chinook salmon"
"72","North.Umpqua spring Chinook","Oregon Coast Chinook salmon",7518.29126071437,4252.31839921954,7043.19822683488,2015,2019,"Oregon Coast Chinook salmon"
"73","Salmon fall Chinook","Oregon Coast Chinook salmon",3000.48984383103,1732.62207739583,2729.37554758202,2015,2019,"Oregon Coast Chinook salmon"
"74","Siletz fall Chinook","Oregon Coast Chinook salmon",9515.29367307486,9433.21757117834,8754.15738110966,2015,2019,"Oregon Coast Chinook salmon"
"75","Siuslaw fall Chinook","Oregon Coast Chinook salmon",6000.10385027046,5985.70287918864,5678.28414982291,2015,2019,"Oregon Coast Chinook salmon"
"76","Sixes fall Chinook","Oregon Coast Chinook salmon",2984.64220407357,NA,3006.2894715005,2015,2019,"Oregon Coast Chinook salmon"
"77","South.Umpqua spring Chinook","Oregon Coast Chinook salmon",113.145817522881,NA,105.198428411966,2015,2019,"Oregon Coast Chinook salmon"
"78","Tillamook fall Chinook","Oregon Coast Chinook salmon",4694.91224811535,4558.90568402866,4315.53798923829,2015,2019,"Oregon Coast Chinook salmon"
"79","Umpqua fall Chinook","Oregon Coast Chinook salmon",10479.523417066,10134.6034145598,10857.8104452902,2015,2019,"Oregon Coast Chinook salmon"
"80","Yaquina fall Chinook","Oregon Coast Chinook salmon",6914.6759068242,6771.74396135231,6400.28400694306,2015,2019,"Oregon Coast Chinook salmon"
