"","population","group","tot.mean","nat.mean","obs.mean","start.year","stop.year","ESU"
"36","Chehalis Winter Steelhead-","Southwest Washington Steelhead",1801.46400928026,1801.46400928026,1909.57669076304,2005,2009,"Southwest Washington Steelhead"
"37","Elochoman/Skamokawa Winter Steelhead-Elochoman River Winter Steelhead","Southwest Washington Steelhead",280.829831084902,NA,275.465084823193,2005,2009,"Southwest Washington Steelhead"
"38","Elochoman/Skamokawa Winter Steelhead-Skamokawa Creek Winter Steelhead","Southwest Washington Steelhead",155.94841470572,NA,161.23624038358,2005,2009,"Southwest Washington Steelhead"
"39","Grays/Chinook Winter Steelhead-Grays River Winter Steelhead","Southwest Washington Steelhead",581.940974708562,581.940974708562,616.878988681905,2005,2009,"Southwest Washington Steelhead"
"40","Hoquiam Winter Steelhead-","Southwest Washington Steelhead",343.879742235057,343.879742235057,334.024043303,2005,2009,"Southwest Washington Steelhead"
"41","Humptulips Winter Steelhead-","Southwest Washington Steelhead",1743.3225957778,1743.3225957778,1809.54947521399,2005,2009,"Southwest Washington Steelhead"
"42","Mill/Abernathy/Germany Creeks Winter Steelhead-","Southwest Washington Steelhead",325.595754292742,NA,386.038053964021,2005,2009,"Southwest Washington Steelhead"
"43","Naselle Winter Steelhead-","Southwest Washington Steelhead",800.05705988695,800.05705988695,680.05328348087,2005,2009,"Southwest Washington Steelhead"
"44","Nemah Winter Steelhead-","Southwest Washington Steelhead",402.441396266711,402.441396266711,364.081725850946,2005,2009,"Southwest Washington Steelhead"
"45","North River/Smith Creek Winter Steelhead-","Southwest Washington Steelhead",505.779921335584,505.779921335584,426.803934392803,2005,2009,"Southwest Washington Steelhead"
"46","Palix Winter Steelhead-","Southwest Washington Steelhead",67.933089200187,67.933089200187,53.4288037489551,2005,2009,"Southwest Washington Steelhead"
"47","Satsop Winter Steelhead-","Southwest Washington Steelhead",2224.77815473799,2224.77815473799,2285.42947779087,2005,2009,"Southwest Washington Steelhead"
"48","Skookumchuck/Newaukum Winter Steelhead-","Southwest Washington Steelhead",1091.36891075177,1091.36891075177,1210.2666745784,2005,2009,"Southwest Washington Steelhead"
"49","Willapa Winter Steelhead-","Southwest Washington Steelhead",687.551380040247,687.551380040247,660.157097647511,2005,2009,"Southwest Washington Steelhead"
"50","Wishkah Winter Steelhead-","Southwest Washington Steelhead",439.683104639392,439.683104639392,417.981293869354,2005,2009,"Southwest Washington Steelhead"
"51","Wynoochee Winter Steelhead-","Southwest Washington Steelhead",1618.9518247938,1618.9518247938,1748.26312451953,2005,2009,"Southwest Washington Steelhead"
"52","Bear River Winter Steelhead-","Southwest Washington Steelhead",194.745019537671,194.745019537671,203.127028110953,2010,2014,"Southwest Washington Steelhead"
"53","Chehalis Winter Steelhead-","Southwest Washington Steelhead",1871.93975478139,1871.93975478139,1692.88112756829,2010,2014,"Southwest Washington Steelhead"
"54","Elochoman/Skamokawa Winter Steelhead-Elochoman River Winter Steelhead","Southwest Washington Steelhead",367.798024386741,NA,380.146728121016,2010,2014,"Southwest Washington Steelhead"
"55","Elochoman/Skamokawa Winter Steelhead-Skamokawa Creek Winter Steelhead","Southwest Washington Steelhead",156.022439631304,NA,131.055202279146,2010,2014,"Southwest Washington Steelhead"
"56","Grays/Chinook Winter Steelhead-Grays River Winter Steelhead","Southwest Washington Steelhead",563.371959870864,563.371959870864,462.149566128144,2010,2014,"Southwest Washington Steelhead"
"57","Hoquiam Winter Steelhead-","Southwest Washington Steelhead",385.142400824258,385.142400824258,415.270797440834,2010,2014,"Southwest Washington Steelhead"
"58","Humptulips Winter Steelhead-","Southwest Washington Steelhead",1806.66892030891,1806.66892030891,1863.41456480364,2010,2014,"Southwest Washington Steelhead"
"59","Mill/Abernathy/Germany Creeks Winter Steelhead-","Southwest Washington Steelhead",330.30101922827,NA,300.836468050771,2010,2014,"Southwest Washington Steelhead"
"60","Naselle Winter Steelhead-","Southwest Washington Steelhead",810.364602212605,810.364602212605,864.097763887466,2010,2014,"Southwest Washington Steelhead"
"61","Nemah Winter Steelhead-","Southwest Washington Steelhead",415.275890385541,415.275890385541,391.082764536031,2010,2014,"Southwest Washington Steelhead"
"62","North River/Smith Creek Winter Steelhead-","Southwest Washington Steelhead",569.544718445965,569.544718445965,623.167299740167,2010,2014,"Southwest Washington Steelhead"
"63","Palix Winter Steelhead-","Southwest Washington Steelhead",105.259758879545,105.259758879545,118.69769397722,2010,2014,"Southwest Washington Steelhead"
"64","Satsop Winter Steelhead-","Southwest Washington Steelhead",2237.89814890571,2237.89814890571,2211.31761207054,2010,2014,"Southwest Washington Steelhead"
"65","Skookumchuck/Newaukum Winter Steelhead-","Southwest Washington Steelhead",966.987948029162,966.987948029162,881.277213311008,2010,2014,"Southwest Washington Steelhead"
"66","Willapa Winter Steelhead-","Southwest Washington Steelhead",643.428889109094,643.428889109094,604.860428626055,2010,2014,"Southwest Washington Steelhead"
"67","Wishkah Winter Steelhead-","Southwest Washington Steelhead",420.162869265004,420.162869265004,434.74591940544,2010,2014,"Southwest Washington Steelhead"
"68","Wynoochee Winter Steelhead-","Southwest Washington Steelhead",1496.73003990014,1496.73003990014,1527.60583190451,2010,2014,"Southwest Washington Steelhead"
"69","Bear River Winter Steelhead-","Southwest Washington Steelhead",190.914275744266,190.914275744266,191.069287256512,2015,2019,"Southwest Washington Steelhead"
"70","Chehalis Winter Steelhead-","Southwest Washington Steelhead",2177.94495786838,2177.94495786838,2178.49227582221,2015,2019,"Southwest Washington Steelhead"
"71","Elochoman/Skamokawa Winter Steelhead-Elochoman River Winter Steelhead","Southwest Washington Steelhead",444.270540234193,NA,429.160667263943,2015,2019,"Southwest Washington Steelhead"
"72","Elochoman/Skamokawa Winter Steelhead-Skamokawa Creek Winter Steelhead","Southwest Washington Steelhead",189.426641121269,NA,229.990792651956,2015,2019,"Southwest Washington Steelhead"
"73","Grays/Chinook Winter Steelhead-Grays River Winter Steelhead","Southwest Washington Steelhead",644.241969272985,644.241969272985,730.437623273017,2015,2019,"Southwest Washington Steelhead"
"74","Hoquiam Winter Steelhead-","Southwest Washington Steelhead",324.948470686523,324.948470686523,312.434368735049,2015,2019,"Southwest Washington Steelhead"
"75","Humptulips Winter Steelhead-","Southwest Washington Steelhead",1680.80159124247,1680.80159124247,1688.97460339621,2015,2019,"Southwest Washington Steelhead"
"76","Mill/Abernathy/Germany Creeks Winter Steelhead-","Southwest Washington Steelhead",319.932112160628,NA,297.890412778267,2015,2019,"Southwest Washington Steelhead"
"77","Naselle Winter Steelhead-","Southwest Washington Steelhead",749.565510924204,749.565510924204,751.275773861603,2015,2019,"Southwest Washington Steelhead"
"78","Nemah Winter Steelhead-","Southwest Washington Steelhead",483.58238405268,483.58238405268,505.996866985187,2015,2019,"Southwest Washington Steelhead"
"79","North River/Smith Creek Winter Steelhead-","Southwest Washington Steelhead",575.003657670286,575.003657670286,557.588110158813,2015,2019,"Southwest Washington Steelhead"
"80","Palix Winter Steelhead-","Southwest Washington Steelhead",126.310864143867,126.310864143867,124.736021019025,2015,2019,"Southwest Washington Steelhead"
"81","Satsop Winter Steelhead-","Southwest Washington Steelhead",2199.89731836198,2199.89731836198,2155.83575975494,2015,2019,"Southwest Washington Steelhead"
"82","Skookumchuck/Newaukum Winter Steelhead-","Southwest Washington Steelhead",961.888175716118,961.888175716118,805.724298687782,2015,2019,"Southwest Washington Steelhead"
"83","Willapa Winter Steelhead-","Southwest Washington Steelhead",730.562673635335,730.562673635335,760.878127738031,2015,2019,"Southwest Washington Steelhead"
"84","Wishkah Winter Steelhead-","Southwest Washington Steelhead",331.646365892038,331.646365892038,320.148582611178,2015,2019,"Southwest Washington Steelhead"
"85","Wynoochee Winter Steelhead-","Southwest Washington Steelhead",1326.21903627546,1326.21903627546,1227.96611295513,2015,2019,"Southwest Washington Steelhead"
