"","population","type","start.year","stop.year","trend.mean","trend.se","ESU"
"1","Steelhead (Middle Columbia River DPS) - Deschutes River - eastside","Total",1995,2020,-0.099979937164588,0.0179536318779686,"Middle Columbia River Steelhead DPS"
"2","Steelhead (Middle Columbia River DPS) - Deschutes River - eastside","Natural",1995,2020,-0.0586289240064149,0.0242475636324549,"Middle Columbia River Steelhead DPS"
"3","Steelhead (Middle Columbia River DPS) - Deschutes River - westside","Total",1995,2020,-0.0069026605096437,0.0135296798242443,"Middle Columbia River Steelhead DPS"
"4","Steelhead (Middle Columbia River DPS) - Deschutes River - westside","Natural",1995,2020,0.0255703339436902,0.0152296198443266,"Middle Columbia River Steelhead DPS"
"5","Steelhead (Middle Columbia River DPS) - Fifteenmile Creek Winter-run","Total",1995,2020,-0.0287661188023718,0.0113295515219879,"Middle Columbia River Steelhead DPS"
"6","Steelhead (Middle Columbia River DPS) - Fifteenmile Creek Winter-run","Natural",1995,2020,-0.106368644145774,0.0241996131737464,"Middle Columbia River Steelhead DPS"
"7","Steelhead (Middle Columbia River DPS) - John Day River Lower Mainstem Tributaries","Total",1995,2020,-0.0136767481973654,0.0145429273631561,"Middle Columbia River Steelhead DPS"
"8","Steelhead (Middle Columbia River DPS) - John Day River Lower Mainstem Tributaries","Natural",1995,2020,-0.00781736853499831,0.0156643907874391,"Middle Columbia River Steelhead DPS"
"9","Steelhead (Middle Columbia River DPS) - John Day River Upper Mainstem","Total",1995,2020,0.0103889821826111,0.0131067313281317,"Middle Columbia River Steelhead DPS"
"10","Steelhead (Middle Columbia River DPS) - John Day River Upper Mainstem","Natural",1995,2020,0.0271149241238781,0.0141095163934012,"Middle Columbia River Steelhead DPS"
"11","Steelhead (Middle Columbia River DPS) - Klickitat River","Total",1995,2020,-0.0198679769837567,0.00838678745597382,"Middle Columbia River Steelhead DPS"
"12","Steelhead (Middle Columbia River DPS) - Klickitat River","Natural",1995,2020,-0.0133420110186565,0.0201898066248225,"Middle Columbia River Steelhead DPS"
"13","Steelhead (Middle Columbia River DPS) - Middle Fork John Day River","Total",1995,2020,0.0749869820125453,0.0158079029956616,"Middle Columbia River Steelhead DPS"
"14","Steelhead (Middle Columbia River DPS) - Middle Fork John Day River","Natural",1995,2020,0.0787454111748623,0.0160495573670442,"Middle Columbia River Steelhead DPS"
"15","Steelhead (Middle Columbia River DPS) - Naches River","Total",1995,2020,0.0477563054116791,0.0142301823140192,"Middle Columbia River Steelhead DPS"
"16","Steelhead (Middle Columbia River DPS) - Naches River","Natural",1995,2020,0.0692931461030095,0.015359197084736,"Middle Columbia River Steelhead DPS"
"17","Steelhead (Middle Columbia River DPS) - North Fork John Day River","Total",1995,2020,-0.00908047744278791,0.0130328262665002,"Middle Columbia River Steelhead DPS"
"18","Steelhead (Middle Columbia River DPS) - North Fork John Day River","Natural",1995,2020,-0.000728389187190176,0.0134433902221477,"Middle Columbia River Steelhead DPS"
"19","Steelhead (Middle Columbia River DPS) - Rock Creek","Total",1995,2020,0.0565209701271413,0.0120166533702468,"Middle Columbia River Steelhead DPS"
"20","Steelhead (Middle Columbia River DPS) - Rock Creek","Natural",1995,2020,-0.00820471242265021,0.0408044467447598,"Middle Columbia River Steelhead DPS"
"21","Steelhead (Middle Columbia River DPS) - Satus Creek","Total",1995,2020,0.0332729690694204,0.014811119432226,"Middle Columbia River Steelhead DPS"
"22","Steelhead (Middle Columbia River DPS) - Satus Creek","Natural",1995,2020,0.0560427524562165,0.0157728278008419,"Middle Columbia River Steelhead DPS"
"23","Steelhead (Middle Columbia River DPS) - South Fork John Day River","Total",1995,2020,0.0827937553261134,0.0124745380018677,"Middle Columbia River Steelhead DPS"
"24","Steelhead (Middle Columbia River DPS) - South Fork John Day River","Natural",1995,2020,0.0902962804349088,0.0130244356736154,"Middle Columbia River Steelhead DPS"
"25","Steelhead (Middle Columbia River DPS) - Toppenish Creek","Total",1995,2020,0.000522410605670709,0.0173482197516891,"Middle Columbia River Steelhead DPS"
"26","Steelhead (Middle Columbia River DPS) - Toppenish Creek","Natural",1995,2020,0.0228674038924924,0.0194404864930504,"Middle Columbia River Steelhead DPS"
"27","Steelhead (Middle Columbia River DPS) - Touchet River","Total",1995,2020,-0.0237009475815953,0.00981568629983884,"Middle Columbia River Steelhead DPS"
"28","Steelhead (Middle Columbia River DPS) - Touchet River","Natural",1995,2020,-0.0292135866976962,0.0114995920630836,"Middle Columbia River Steelhead DPS"
"29","Steelhead (Middle Columbia River DPS) - Umatilla River","Total",1995,2020,0.00127573092833341,0.0120038859433271,"Middle Columbia River Steelhead DPS"
"30","Steelhead (Middle Columbia River DPS) - Umatilla River","Natural",1995,2020,0.0203154545575817,0.0133820257800986,"Middle Columbia River Steelhead DPS"
"31","Steelhead (Middle Columbia River DPS) - Walla Walla River","Total",1995,2020,-0.00930938684541419,0.0113352063006588,"Middle Columbia River Steelhead DPS"
"32","Steelhead (Middle Columbia River DPS) - Walla Walla River","Natural",1995,2020,-0.0146311780086434,0.0123623307031499,"Middle Columbia River Steelhead DPS"
"33","Steelhead (Middle Columbia River DPS) - Yakima River upper mainstem","Total",1995,2020,0.0843337739592118,0.0118470765042217,"Middle Columbia River Steelhead DPS"
"34","Steelhead (Middle Columbia River DPS) - Yakima River upper mainstem","Natural",1995,2020,0.0975689677576037,0.012202141421977,"Middle Columbia River Steelhead DPS"
