"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"mu[1]",-0.179125489768882,0.0013976758343043,0.0810599874219426,-0.337604819061561,-0.233407184871087,-0.179442803007501,-0.124935162582744,-0.0200740435270482,3363.5675300302,1.00181927026509
"mu[2]",-0.0113930403344835,0.00146555582744378,0.0806426251359683,-0.172011910568041,-0.0645104402448666,-0.0107983234890414,0.0425410111480611,0.14459569062098,3027.78184271263,1.0021090546705
"mu[3]",-0.0418289804735883,0.00143086404047936,0.079882342016518,-0.199817297976887,-0.0940937953852337,-0.0419171843620054,0.0116221695287284,0.114874230424232,3116.77060663007,1.0018537866564
"mu[4]",0.0251517857250466,0.00140633251000927,0.080052416031504,-0.132729857145194,-0.0281228344440036,0.0257262357888215,0.0788440446712152,0.180944346596508,3240.2077366071,1.00187487396767
"mu[5]",-0.0550800100788703,0.00140931865059281,0.0806555254049321,-0.214667478698498,-0.108012782533329,-0.0548102358338913,-0.00126631802978659,0.10339768552073,3275.29068900757,1.00126356038648
"mu[6]",-0.0122101222204279,0.0014185316647694,0.0795004438007534,-0.169855787481923,-0.0646509797288407,-0.0116026905650992,0.0407364948294478,0.1430749737678,3140.95009960243,1.00181812053626
"mu[7]",-0.0172554789749014,0.00143644394164651,0.0799222377147787,-0.175793432265426,-0.0698347747521919,-0.0171027366767497,0.0356614350109321,0.139027858399438,3095.69314968563,1.00174291937017
"mu[8]",0.00774762219284019,0.00143338771942652,0.0811622689487294,-0.152135608465742,-0.0461927433902218,0.00722912841676471,0.0620406592915563,0.167857146004563,3206.12905932353,1.00172057491823
"mu[9]",-0.0106889630582617,0.00142634502408084,0.0812437938553492,-0.17018856803796,-0.0650497540547835,-0.0105448870499155,0.0431187722792788,0.148619303457109,3244.37621070861,1.00193309343274
"mu[10]",0.034653435672585,0.00140944688495075,0.0802421012833034,-0.12372525630929,-0.0185726210295545,0.0347464050991123,0.0885076366911569,0.191851980192246,3241.2099067109,1.0016142317879
"mu[11]",-0.0963042144978732,0.0013927057728835,0.080250998296005,-0.256095001315315,-0.149482383222156,-0.0959178284343692,-0.0425371133544502,0.0600047056763965,3320.33677552174,1.00185971619812
"mu[12]",-0.0847706278545972,0.00140241525523937,0.0802906061880849,-0.242845582041347,-0.138392186703782,-0.0848841988839415,-0.0310818917746634,0.0737047947762786,3277.75296599375,1.0018310863161
"mu[13]",-0.0223864384454553,0.00143710269743591,0.083819759122279,-0.186195280927135,-0.0785885377685064,-0.0226453177082125,0.0329406747014246,0.143959518928251,3401.86603983268,1.00188005366738
"mu[14]",-0.0378089805253845,0.00145195540343245,0.0816298917277626,-0.197950366712195,-0.0921038876512046,-0.0379892521958745,0.0167438411150658,0.122731179270205,3160.76266165443,1.00207738790843
"mu[15]",-0.0543741339267251,0.00145059954466896,0.0800600016344618,-0.212881634580731,-0.107861449269091,-0.0540474399028945,-0.000603113831104794,0.102755791959247,3046.04360195455,1.00195396433594
"mu[16]",-0.0602917785896459,0.00138096026950674,0.0803178260005421,-0.217571511947472,-0.113707750944374,-0.0599818961334408,-0.0078172993654384,0.098439013513238,3382.68471782224,1.00200977142733
"mu[17]",0.016766230752505,0.00140185812047034,0.08125271680183,-0.143835245788854,-0.036625272781291,0.0166538055678718,0.0711618307416912,0.176841683234241,3359.44595611016,1.00161390617617
"mu[18]",0.019974579366412,0.00142353826897541,0.0802691831487498,-0.138623175858094,-0.032909048644308,0.0204411314612316,0.0727701171747502,0.17880767442893,3179.50412920507,1.00175831463567
"sigma2_R",0.117845117175604,0.000240040167954964,0.0175270751567445,0.08493628797943,0.105909398205625,0.117326416250568,0.129273973885506,0.153530954792935,5331.52013789534,1.00114306755142
"sigma2_Q",0.15313723708194,0.000492080000024137,0.0373934877123592,0.0936993393693111,0.126658200156467,0.148686798206662,0.174306216627067,0.239078382180456,5774.58156165036,1.0010561727347
"theta",0.456499838298158,0.00123705615378184,0.109145812373586,0.253636643638555,0.378605135923077,0.453527775915251,0.53120823449983,0.673603881373606,7784.58252993493,1.00070863435803
