"","population","type","start.year","stop.year","trend.mean","trend.se","ESU"
"1","Salmon (Chinook (Upper Willamette River ESU) - Willamette Falls esc","Total",1995,2020,-0.00554990467786072,0.0115676999461197,"Upper Willamette River Chinook Salmon ESU"
"2","Salmon (Chinook (Upper Willamette River ESU) - Willamette Falls esc","Natural",1995,2020,-0.053707541333008,0.0594300936636282,"Upper Willamette River Chinook Salmon ESU"
