"","X","year","tot.Mean","tot.Median","tot.X.025","tot.X.975","tot.X.05","tot.X.95","nat.Mean","nat.X.025","nat.X.975","nat.X.05","nat.X.95","obs.spawn","ESU","SPECIES"
"1",1,1995,3683.29106598655,3374.49646098425,1486.28569610731,7745.35624228451,1702.64461287982,6723.21130626842,3683.29106598655,1486.28569610731,7745.35624228451,1702.64461287982,6723.21130626842,2155,"Baker River Sockeye","Sockeye"
"2",2,1996,5252.96459084948,4943.58318698511,2466.56123601499,9841.03279727061,2789.15954085979,8779.79227960628,5252.96459084948,2466.56123601499,9841.03279727061,2789.15954085979,8779.79227960628,7728,"Baker River Sockeye","Sockeye"
"3",3,1997,5243.73130861415,4942.52380568861,2573.74428254614,9661.45624349262,2882.19629071594,8615.73828623767,5243.73130861415,2573.74428254614,9661.45624349262,2882.19629071594,8615.73828623767,3418,"Baker River Sockeye","Sockeye"
"4",4,1998,7516.35850078644,6935.58455306215,3527.91790691481,14691.5552582802,3923.39211256891,13058.4486007595,7516.35850078644,3527.91790691481,14691.5552582802,3923.39211256891,13058.4486007595,13187,"Baker River Sockeye","Sockeye"
"5",5,1999,6473.78477971616,6111.28349384266,3256.65973237554,11766.4521249926,3636.61494644033,10492.7918815897,6473.78477971616,3256.65973237554,11766.4521249926,3636.61494644033,10492.7918815897,4654,"Baker River Sockeye","Sockeye"
"6",6,2000,7578.81436352675,7100.43859039706,3776.4154264003,14128.7854206272,4200.34421515193,12521.288268251,7578.81436352675,3776.4154264003,14128.7854206272,4200.34421515193,12521.288268251,10504,"Baker River Sockeye","Sockeye"
"7",7,2001,6514.82488961486,6188.30637760329,3249.96303322449,11770.0250070603,3632.06010631905,10511.6715075859,6514.82488961486,3249.96303322449,11770.0250070603,3632.06010631905,10511.6715075859,4942,"Baker River Sockeye","Sockeye"
"8",8,2002,6670.78601486369,6335.92645698683,3267.29020169155,12081.5000545951,3667.61997721127,10753.9185659585,6670.78601486369,3267.29020169155,12081.5000545951,3667.61997721127,10753.9185659585,4023,"Baker River Sockeye","Sockeye"
"9",9,2003,10209.3706093279,9213.31049743616,4661.75787748512,20967.8071458446,5194.48787153164,18463.6061107996,10209.3706093279,4661.75787748512,20967.8071458446,5194.48787153164,18463.6061107996,20236,"Baker River Sockeye","Sockeye"
"10",10,2004,8527.40547018764,7989.30182532515,4251.01250890032,15860.4595167871,4744.82778521577,14124.558655711,8527.40547018764,4251.01250890032,15860.4595167871,4744.82778521577,14124.558655711,10779,"Baker River Sockeye","Sockeye"
"11",11,2005,6030.03289957801,5738.59495544047,2724.7291850554,11003.9924762127,3090.37552344345,9914.11103099128,6030.03289957801,2724.7291850554,11003.9924762127,3090.37552344345,9914.11103099128,3191,"Baker River Sockeye","Sockeye"
"12",12,2006,6571.70505814445,6283.56719898028,3169.00366674565,11537.3714995235,3561.98533384523,10495.0563326059,6571.70505814445,3169.00366674565,11537.3714995235,3561.98533384523,10495.0563326059,8325,"Baker River Sockeye","Sockeye"
"13",13,2007,5335.79834850994,4901.41039337379,2162.16901331152,10667.9551919431,2446.0973486747,9644.88669107326,5335.79834850994,2162.16901331152,10667.9551919431,2446.0973486747,9644.88669107326,2763,"Baker River Sockeye","Sockeye"
"14",14,2008,5908.6623236226,5455.18518541558,2402.4030285692,11656.05920702,2723.18286513785,10564.6303556146,5908.6623236226,2402.4030285692,11656.05920702,2723.18286513785,10564.6303556146,3211,"Baker River Sockeye","Sockeye"
"15",15,2009,8516.54745493334,8145.89392051018,4060.32322905888,15203.1095668315,4546.02316612393,13688.5315616796,8516.54745493334,4060.32322905888,15203.1095668315,4546.02316612393,13688.5315616796,6476,"Baker River Sockeye","Sockeye"
"16",16,2010,14309.921064031,13305.6187073093,7043.63974929871,27101.5919845775,7835.08576033404,24051.1649406111,14309.921064031,7043.63974929871,27101.5919845775,7835.08576033404,24051.1649406111,18809,"Baker River Sockeye","Sockeye"
"17",17,2011,19380.4272249542,17791.994423214,9061.50822718567,38377.894312101,10023.5858263649,33912.8343162963,19380.4272249542,9061.50822718567,38377.894312101,10023.5858263649,33912.8343162963,27195,"Baker River Sockeye","Sockeye"
"18",18,2012,20640.8422689442,19122.4343723081,9798.1785343846,40009.7317850197,10893.4482541864,35494.9030142107,20640.8422689442,9798.1785343846,40009.7317850197,10893.4482541864,35494.9030142107,28407,"Baker River Sockeye","Sockeye"
"19",19,2013,17132.2260715949,16166.5704262567,8654.25284745126,31145.3203432259,9666.307339527,27718.5814834378,17132.2260715949,8654.25284745126,31145.3203432259,9666.307339527,27718.5814834378,12534,"Baker River Sockeye","Sockeye"
"20",20,2014,18281.3973437264,17253.7376461609,9168.50145987718,33383.1424362014,10276.4310585907,29754.3330083167,18281.3973437264,9168.50145987718,33383.1424362014,10276.4310585907,29754.3330083167,14176,"Baker River Sockeye","Sockeye"
"21",21,2015,23390.779689267,21847.6932921167,11279.9170170209,44288.011691054,12620.5230826838,39343.8691154,23390.779689267,11279.9170170209,44288.011691054,12620.5230826838,39343.8691154,32735,"Baker River Sockeye","Sockeye"
"22",22,2016,22395.76410628,21093.6005836884,11094.9096365348,41348.8705949327,12334.3399366391,36753.2581931538,22395.76410628,11094.9096365348,41348.8705949327,12334.3399366391,36753.2581931538,24986,"Baker River Sockeye","Sockeye"
"23",23,2017,19650.4101900377,18620.1910937594,9622.95600887999,35682.8414413295,10830.2469693946,31905.8928356616,19650.4101900377,9622.95600887999,35682.8414413295,10830.2469693946,31905.8928356616,16703,"Baker River Sockeye","Sockeye"
"24",24,2018,18994.8965001094,17900.4228365785,8882.51548251141,35401.7844917414,10068.4280127032,31457.1033187755,18994.8965001094,8882.51548251141,35401.7844917414,10068.4280127032,31457.1033187755,17609,"Baker River Sockeye","Sockeye"
"25",25,2019,18183.412507782,16676.2222452542,7374.65340715868,37615.7106183674,8467.03121525641,32724.7831318116,18183.412507782,7374.65340715868,37615.7106183674,8467.03121525641,32724.7831318116,13016,"Baker River Sockeye","Sockeye"
"26",1,1995,17032.2120921418,13424.7914019097,2817.91610707432,53017.6485468414,3640.21963930428,42030.1107975839,17032.2120921418,2817.91610707432,53017.6485468414,3640.21963930428,42030.1107975839,3596,"Big Bear Creek (provisional) Sockeye","Sockeye"
"27",2,1996,20319.9570476158,16626.5933244948,4903.35494903508,58667.7092570497,5984.90504061374,46751.4820819367,20319.9570476158,4903.35494903508,58667.7092570497,5984.90504061374,46751.4820819367,73041,"Big Bear Creek (provisional) Sockeye","Sockeye"
"28",3,1997,16096.1193508714,13719.1858080767,4272.49811073632,42469.4887629036,5222.6060148718,34603.1713369055,16096.1193508714,4272.49811073632,42469.4887629036,5222.6060148718,34603.1713369055,10546,"Big Bear Creek (provisional) Sockeye","Sockeye"
"29",4,1998,14000.5282345223,12131.5407145337,3711.309988582,35647.3561759662,4602.96673983726,29477.732660317,14000.5282345223,3711.309988582,35647.3561759662,4602.96673983726,29477.732660317,9757,"Big Bear Creek (provisional) Sockeye","Sockeye"
"30",5,1999,12518.1086510512,10948.644523954,3060.7711049718,31796.0015880587,3900.48523438564,26423.9981749858,12518.1086510512,3060.7711049718,31796.0015880587,3900.48523438564,26423.9981749858,2080,"Big Bear Creek (provisional) Sockeye","Sockeye"
"31",6,2000,18604.968160654,14615.5808698805,5110.63420998418,56376.0291626247,6093.78554258117,44330.3151071995,18604.968160654,5110.63420998418,56376.0291626247,6093.78554258117,44330.3151071995,81090,"Big Bear Creek (provisional) Sockeye","Sockeye"
"32",7,2001,16413.1719740096,13270.1255118901,4754.8804904241,46550.3685277637,5654.5831784398,37250.2666994979,16413.1719740096,4754.8804904241,46550.3685277637,5654.5831784398,37250.2666994979,14430,"Big Bear Creek (provisional) Sockeye","Sockeye"
"33",8,2002,16271.794726141,12623.1088804966,4537.29447828587,50143.7583312227,5358.92083319215,39103.327805668,16271.794726141,4537.29447828587,50143.7583312227,5358.92083319215,39103.327805668,55200,"Big Bear Creek (provisional) Sockeye","Sockeye"
"34",9,2003,10268.4258586773,8772.18520738665,3014.38852084518,26457.7854719616,3679.83021062744,21691.4479849337,10268.4258586773,3014.38852084518,26457.7854719616,3679.83021062744,21691.4479849337,2865,"Big Bear Creek (provisional) Sockeye","Sockeye"
"35",10,2004,9874.7390657674,8239.64757652757,3024.8317129341,26595.1602153061,3629.11620965522,21414.2751523601,9874.7390657674,3024.8317129341,26595.1602153061,3629.11620965522,21414.2751523601,15607,"Big Bear Creek (provisional) Sockeye","Sockeye"
"36",11,2005,7985.82906463958,6770.7203833632,2425.48570169252,20716.8662759123,2940.30584105866,16878.2360519628,7985.82906463958,2425.48570169252,20716.8662759123,2940.30584105866,16878.2360519628,5554,"Big Bear Creek (provisional) Sockeye","Sockeye"
"37",12,2006,7242.07787014456,5990.49056507264,2163.02257061655,20096.4388824813,2600.68593555591,15977.5502442875,7242.07787014456,2163.02257061655,20096.4388824813,2600.68593555591,15977.5502442875,26227,"Big Bear Creek (provisional) Sockeye","Sockeye"
"38",13,2007,4264.87639561396,3809.0512618894,1063.95410275801,10350.1018580375,1337.59578048196,8667.86924420048,4264.87639561396,1063.95410275801,10350.1018580375,1337.59578048196,8667.86924420048,1600,"Big Bear Creek (provisional) Sockeye","Sockeye"
"39",14,2008,3184.7926939565,2851.17381301358,602.879240949576,7909.24764672442,794.896948616733,6676.50820547924,3184.7926939565,602.879240949576,7909.24764672442,794.896948616733,6676.50820547924,577,"Big Bear Creek (provisional) Sockeye","Sockeye"
"40",15,2009,3161.95901903618,2833.07036377734,736.927453034945,7721.84263735033,935.676549900839,6495.21728650438,3161.95901903618,736.927453034945,7721.84263735033,935.676549900839,6495.21728650438,860,"Big Bear Creek (provisional) Sockeye","Sockeye"
"41",16,2010,4255.07653750059,3537.37898278612,1237.92222379005,11836.9445813665,1512.98162723075,9401.78145529418,4255.07653750059,1237.92222379005,11836.9445813665,1512.98162723075,9401.78145529418,16716,"Big Bear Creek (provisional) Sockeye","Sockeye"
"42",17,2011,3581.25712629029,3068.29692178655,1069.97932863174,9192.69527912076,1297.6821372136,7531.9813961344,3581.25712629029,1069.97932863174,9192.69527912076,1297.6821372136,7531.9813961344,1414,"Big Bear Creek (provisional) Sockeye","Sockeye"
"43",18,2012,4205.30966636943,3324.30753083396,1204.39099433272,12681.2695263641,1431.28382387421,9797.90246339807,4205.30966636943,1204.39099433272,12681.2695263641,1431.28382387421,9797.90246339807,9730,"Big Bear Creek (provisional) Sockeye","Sockeye"
"44",19,2013,3588.2077788132,2876.86882477995,1042.00705055438,10387.3808578385,1246.43676442363,8201.51491356969,3588.2077788132,1042.00705055438,10387.3808578385,1246.43676442363,8201.51491356969,5964,"Big Bear Creek (provisional) Sockeye","Sockeye"
"45",20,2014,2643.73254924873,2235.20679359976,791.91533251504,7002.88614939469,948.802106607156,5681.85841808977,2643.73254924873,791.91533251504,7002.88614939469,948.802106607156,5681.85841808977,3012,"Big Bear Creek (provisional) Sockeye","Sockeye"
"46",21,2015,1855.45696959611,1620.82043949498,489.641433546654,4659.79479665954,612.467466661586,3847.09692452802,1855.45696959611,489.641433546654,4659.79479665954,612.467466661586,3847.09692452802,547,"Big Bear Creek (provisional) Sockeye","Sockeye"
"47",22,2016,1746.80053374565,1503.36104754774,495.411609794503,4480.4944798214,610.918266608065,3684.00786347495,1746.80053374565,495.411609794503,4480.4944798214,610.918266608065,3684.00786347495,1328,"Big Bear Creek (provisional) Sockeye","Sockeye"
"48",23,2017,1745.20627800854,1452.18584339228,482.643726288469,4781.86655979776,585.324829957478,3851.81276189464,1745.20627800854,482.643726288469,4781.86655979776,585.324829957478,3851.81276189464,3795,"Big Bear Creek (provisional) Sockeye","Sockeye"
"49",24,2018,1300.26803195851,1101.54646482633,341.929861331929,3440.32534208332,422.501440490439,2829.77501658476,1300.26803195851,341.929861331929,3440.32534208332,422.501440490439,2829.77501658476,897,"Big Bear Creek (provisional) Sockeye","Sockeye"
"50",25,2019,1053.51402152056,876.486975525875,245.241981585334,2919.15277070236,304.114299530648,2383.79330282866,1053.51402152056,245.241981585334,2919.15277070236,304.114299530648,2383.79330282866,611,"Big Bear Creek (provisional) Sockeye","Sockeye"
"51",26,2020,950.226605165189,749.108141751075,170.735166640191,2924.94290087314,223.42924598068,2310.19034327171,950.226605165189,170.735166640191,2924.94290087314,223.42924598068,2310.19034327171,549,"Big Bear Creek (provisional) Sockeye","Sockeye"
"52",1,1995,1894.45078840085,793.997504543471,123.814387974753,9052.00972845206,164.629947494408,5642.16044112373,NA,NA,NA,NA,NA,NA,"California Central Valley Steelhead","Steelhead"
"53",2,1996,1580.20120895693,755.361690487528,137.089038963924,7277.96434146205,179.459375696882,4655.88848417245,NA,NA,NA,NA,NA,NA,"California Central Valley Steelhead","Steelhead"
"54",3,1997,982.063826031299,539.133824284388,98.7794483720474,4341.02119321566,129.146975414848,2860.30403690193,NA,NA,NA,NA,NA,NA,"California Central Valley Steelhead","Steelhead"
"55",4,1998,714.305239895844,438.379100725953,85.4754782652497,2879.91333141758,112.353878042054,2000.14320545863,NA,NA,NA,NA,NA,NA,"California Central Valley Steelhead","Steelhead"
"56",5,1999,684.314502599925,477.533369943422,112.028412220941,2483.58533725706,142.861519043599,1789.97358747504,NA,NA,NA,NA,NA,NA,"California Central Valley Steelhead","Steelhead"
"57",6,2000,785.924120437404,608.375048908783,186.053589785452,2456.89284477853,225.835966607427,1903.817567229,NA,NA,NA,NA,NA,NA,"California Central Valley Steelhead","Steelhead"
"58",7,2001,741.687157682588,624.751531277849,230.121289392904,1965.19588375572,271.88810017098,1582.78837762237,NA,NA,NA,NA,NA,NA,"California Central Valley Steelhead","Steelhead"
"59",8,2002,695.481788095388,631.914537435498,298.646175831372,1453.23616416472,336.78208326479,1253.62270675907,NA,NA,NA,NA,NA,NA,"California Central Valley Steelhead","Steelhead"
"60",9,2003,617.597364142127,581.050653392609,314.238985845124,1128.82537882266,347.858243419871,1006.07563192057,NA,NA,NA,NA,NA,NA,"California Central Valley Steelhead","Steelhead"
"61",10,2004,576.997218109085,549.422952716175,311.830873750359,1001.39018587009,340.999763091625,903.52305035662,NA,NA,NA,NA,NA,NA,"California Central Valley Steelhead","Steelhead"
"62",11,2005,506.061168729224,486.145218633483,285.634103551581,839.611870556189,312.088416229292,767.257589783356,NA,NA,NA,NA,NA,528,"California Central Valley Steelhead","Steelhead"
"63",12,2006,446.610258972035,425.195960338504,222.98449960615,796.335488302096,250.110289277383,712.50139449973,NA,NA,NA,NA,NA,NA,"California Central Valley Steelhead","Steelhead"
"64",13,2007,527.643931738556,507.471853630012,302.1468708609,870.927119787016,329.106376335669,792.38760483608,NA,NA,NA,NA,NA,757,"California Central Valley Steelhead","Steelhead"
"65",14,2008,486.101639246733,468.874457707396,267.058313677291,804.286718076547,292.798665039043,735.160267248278,NA,NA,NA,NA,NA,NA,"California Central Valley Steelhead","Steelhead"
"66",15,2009,627.993222429848,607.188366062921,378.336021932215,997.242799669731,408.851668520077,916.54142886836,NA,NA,NA,NA,NA,749,"California Central Valley Steelhead","Steelhead"
"67",16,2010,619.71419006827,602.990072680138,366.821479186728,971.011623305496,400.556784237521,895.825513314601,NA,NA,NA,NA,NA,577,"California Central Valley Steelhead","Steelhead"
"68",17,2011,814.488651112367,788.270236139896,492.523360550902,1288.21108142681,531.922151333168,1189.51059809687,NA,NA,NA,NA,NA,1006,"California Central Valley Steelhead","Steelhead"
"69",18,2012,1192.85878492825,1141.41917924374,660.231172635337,2024.23199463146,720.51583171789,1838.43850248025,NA,NA,NA,NA,NA,1676,"California Central Valley Steelhead","Steelhead"
"70",19,2013,957.310856502399,925.126176611893,575.233376671625,1526.89109698325,620.78455380626,1400.70475278543,NA,NA,NA,NA,NA,1032,"California Central Valley Steelhead","Steelhead"
"71",20,2014,839.490512649156,807.930434064626,508.189453355367,1345.18686784786,546.341416898042,1241.37554972908,NA,NA,NA,NA,NA,880,"California Central Valley Steelhead","Steelhead"
"72",21,2015,588.699140782176,571.423320644072,356.626071562238,917.901389804375,386.2925793791,848.760298691149,NA,NA,NA,NA,NA,605,"California Central Valley Steelhead","Steelhead"
"73",22,2016,384.231271860922,370.336623378408,212.102455187768,638.424141922755,232.314917000018,583.17051361099,NA,NA,NA,NA,NA,346,"California Central Valley Steelhead","Steelhead"
"74",23,2017,389.858503122813,374.574272446796,210.35732421436,657.314655868132,231.615411557682,599.311558764142,NA,NA,NA,NA,NA,NA,"California Central Valley Steelhead","Steelhead"
"75",24,2018,558.625710507037,531.197693179563,301.576833309997,973.22877484372,331.055710782087,877.427092167577,NA,NA,NA,NA,NA,NA,"California Central Valley Steelhead","Steelhead"
"76",25,2019,618.10760197424,574.39345672952,298.795043766285,1193.62098564625,331.315168582505,1049.95193647833,NA,NA,NA,NA,NA,NA,"California Central Valley Steelhead","Steelhead"
"77",1,1997,6062.9110492653,2688.03721519633,224.03802943979,31556.0840518131,330.599304369934,20357.4658393612,NA,NA,NA,NA,NA,NA,"California Coastal Chinook salmon","Chinook"
"78",2,1998,4610.13550580621,2556.79483779645,352.072147511987,20871.7897126071,479.755379193762,14421.2891369208,NA,NA,NA,NA,NA,NA,"California Coastal Chinook salmon","Chinook"
"79",3,1999,3654.97385041791,2440.90055012542,543.09289666877,13930.9829985143,683.732674714009,10214.8344023933,NA,NA,NA,NA,NA,NA,"California Coastal Chinook salmon","Chinook"
"80",4,2000,3075.70437796475,2436.32418644312,810.161391501046,9118.45828687563,955.692586938684,7231.06450744052,NA,NA,NA,NA,NA,NA,"California Coastal Chinook salmon","Chinook"
"81",5,2001,2652.81170582233,2394.60222767702,1189.24944249301,5629.68069161655,1326.65464109106,4839.44291396604,NA,NA,NA,NA,NA,1902,"California Coastal Chinook salmon","Chinook"
"82",6,2002,3098.97114580745,2889.3849780111,1558.4915006444,5829.51225719778,1724.06070606128,5185.07415492477,NA,NA,NA,NA,NA,2460,"California Coastal Chinook salmon","Chinook"
"83",7,2003,4570.80258926577,4232.63954548217,2147.63181016746,8960.74403569989,2389.30131150512,7892.93053601519,NA,NA,NA,NA,NA,5938,"California Coastal Chinook salmon","Chinook"
"84",8,2004,5437.6605614775,5042.66740154651,2517.25906005316,10673.185226071,2823.04179560193,9391.33679303963,NA,NA,NA,NA,NA,7364,"California Coastal Chinook salmon","Chinook"
"85",9,2005,4764.41957221315,4433.05321967808,2226.24382754564,9154.13236105805,2489.35904356989,8121.73060351758,NA,NA,NA,NA,NA,5183,"California Coastal Chinook salmon","Chinook"
"86",10,2006,4025.80575813251,3767.17181238169,1995.64573496984,7528.507259085,2206.07673653557,6700.3963186569,NA,NA,NA,NA,NA,3354,"California Coastal Chinook salmon","Chinook"
"87",11,2007,3793.73363471042,3551.44210416189,1893.85547640416,7087.23013756085,2096.97261554978,6292.24256489215,NA,NA,NA,NA,NA,4124,"California Coastal Chinook salmon","Chinook"
"88",12,2008,3016.79649542436,2827.48335942918,1477.93233774363,5634.3459499769,1650.37126275132,4998.07906094193,NA,NA,NA,NA,NA,2506,"California Coastal Chinook salmon","Chinook"
"89",13,2009,2584.69281769332,2421.49319961732,1192.72087246551,4895.52834938475,1340.72865432785,4390.12952577411,NA,NA,NA,NA,NA,1627,"California Coastal Chinook salmon","Chinook"
"90",14,2010,2996.8775411813,2840.59760792064,1487.28024848853,5409.00226978716,1657.95433495302,4874.73007027138,NA,NA,NA,NA,NA,2321,"California Coastal Chinook salmon","Chinook"
"91",15,2011,4298.95566752656,4026.27368475323,2208.12997963215,7942.38281632195,2421.43975453309,7098.58737023743,NA,NA,NA,NA,NA,4835,"California Coastal Chinook salmon","Chinook"
"92",16,2012,4905.81483201942,4640.62019109178,2493.50612079576,8839.75223365874,2758.04135851343,7934.73323465328,NA,NA,NA,NA,NA,5610,"California Coastal Chinook salmon","Chinook"
"93",17,2013,5534.39567126392,5120.27440738292,2569.34207478381,10886.5909015909,2856.52485718453,9636.50071598457,NA,NA,NA,NA,NA,10198,"California Coastal Chinook salmon","Chinook"
"94",18,2014,3536.88652977385,3304.85785555634,1690.0784481823,6676.25622923857,1891.80158709383,5960.56711055721,NA,NA,NA,NA,NA,NA,"California Coastal Chinook salmon","Chinook"
"95",19,2015,2712.4925173884,2536.40094731351,1333.37758801907,5103.02185922866,1478.86690064935,4534.92054313086,NA,NA,NA,NA,NA,2016,"California Coastal Chinook salmon","Chinook"
"96",20,2016,2513.0668636321,2335.29855905589,1149.311600641,4909.65484328539,1294.54711941681,4305.69000514152,NA,NA,NA,NA,NA,3124,"California Coastal Chinook salmon","Chinook"
"97",21,2017,2005.4227593578,1869.22246826028,978.428480313411,3836.89891413242,1083.47752361378,3388.91774508368,NA,NA,NA,NA,NA,1501,"California Coastal Chinook salmon","Chinook"
"98",22,2018,2028.91564168903,1881.86478966793,943.67675045425,3972.84012748755,1052.76906202958,3500.87090944777,NA,NA,NA,NA,NA,2334,"California Coastal Chinook salmon","Chinook"
"99",23,2019,1583.73431226263,1457.86443891731,691.244663517824,3199.62089402701,782.065956769931,2801.73777012415,NA,NA,NA,NA,NA,1315,"California Coastal Chinook salmon","Chinook"
"100",24,2020,1452.46141459218,1309.94680453236,581.650714178705,3172.66822646784,661.595131463749,2726.34393959668,NA,NA,NA,NA,NA,1081,"California Coastal Chinook salmon","Chinook"
"101",1,1996,6934.76747973064,3427.73808590664,590.13278780151,33967.214941197,776.826314963792,21997.0553537347,NA,NA,NA,NA,NA,NA,"Central California Coast coho salmon","Coho"
"102",2,1997,7216.97911571268,4130.23682905226,880.726257859069,31861.8280207726,1107.37980244827,21977.7452423615,NA,NA,NA,NA,NA,NA,"Central California Coast coho salmon","Coho"
"103",3,1998,7069.49453323105,4768.59356879708,1248.71434959238,27303.5398611807,1541.56632311655,19665.4096023634,NA,NA,NA,NA,NA,NA,"Central California Coast coho salmon","Coho"
"104",4,1999,4235.85427240928,3240.03247481358,1020.97508618338,13510.5706752781,1223.67831414771,10308.441014328,NA,NA,NA,NA,NA,NA,"Central California Coast coho salmon","Coho"
"105",5,2000,2135.30974043023,1836.12009795011,794.919166089544,5251.99594840081,900.301305138129,4343.57104021802,NA,NA,NA,NA,NA,NA,"Central California Coast coho salmon","Coho"
"106",6,2001,2470.44826024221,2314.62576892565,1264.43248736678,4604.88637012657,1388.75268458186,4084.6713063236,NA,NA,NA,NA,NA,NA,"Central California Coast coho salmon","Coho"
"107",7,2002,2935.20420782847,2793.13377519901,1605.5245641238,5106.70612181881,1750.3308497184,4612.59043368996,NA,NA,NA,NA,NA,NA,"Central California Coast coho salmon","Coho"
"108",8,2003,1865.36558615679,1776.6581270372,1028.79393041182,3232.73502469699,1121.66584767966,2919.26783584455,NA,NA,NA,NA,NA,1690,"Central California Coast coho salmon","Coho"
"109",9,2004,5643.79258968888,5265.92792859232,2837.00621128609,10712.710704154,3120.8426049754,9490.5489082533,NA,NA,NA,NA,NA,NA,"Central California Coast coho salmon","Coho"
"110",10,2005,7229.76700668457,6735.34417372624,3548.7341906927,13865.5066169969,3932.4227023491,12202.3232493739,NA,NA,NA,NA,NA,NA,"Central California Coast coho salmon","Coho"
"111",11,2006,2611.8693039495,2496.98643677652,1457.79985539366,4410.7829933269,1589.44855325685,4008.08836782276,NA,NA,NA,NA,NA,2784,"Central California Coast coho salmon","Coho"
"112",12,2007,1392.58847020515,1338.66502591915,791.63458515484,2302.68458480103,859.429084662388,2107.72770354876,NA,NA,NA,NA,NA,1371,"Central California Coast coho salmon","Coho"
"113",13,2008,775.261357252992,741.659374955198,432.731557344023,1308.18588257325,472.882812421824,1188.85866175303,NA,NA,NA,NA,NA,NA,"Central California Coast coho salmon","Coho"
"114",14,2009,435.879489902882,416.031420407321,240.035688785635,747.53479373602,261.799126463475,676.773927558763,NA,NA,NA,NA,NA,424,"Central California Coast coho salmon","Coho"
"115",15,2010,409.939513024514,391.294736640076,223.947101486646,707.91628659533,244.318989542654,640.59741835129,NA,NA,NA,NA,NA,454,"Central California Coast coho salmon","Coho"
"116",16,2011,712.412427122526,681.37808270037,392.375814757227,1212.07051249519,428.852542170786,1103.21424696539,NA,NA,NA,NA,NA,791,"Central California Coast coho salmon","Coho"
"117",17,2012,726.475277121527,695.714073820205,402.850568873754,1227.07439890235,440.824074331868,1118.021047609,NA,NA,NA,NA,NA,845,"Central California Coast coho salmon","Coho"
"118",18,2013,1626.35163531828,1548.98794520205,887.71116206947,2790.26686736239,968.524724726064,2532.17422212714,NA,NA,NA,NA,NA,1778,"Central California Coast coho salmon","Coho"
"119",19,2014,1746.55313217024,1655.51387947046,901.182242255381,3108.35599657164,995.735736118724,2802.48843561009,NA,NA,NA,NA,NA,NA,"Central California Coast coho salmon","Coho"
"120",20,2015,4070.55438920683,3843.55166224834,2111.13737027669,7340.45325958852,2334.5014424043,6573.11171891956,NA,NA,NA,NA,NA,5041,"Central California Coast coho salmon","Coho"
"121",21,2016,3944.3278302887,3704.27468307951,2030.92210712936,7267.78316777634,2228.37407119949,6473.38979053995,NA,NA,NA,NA,NA,6685,"Central California Coast coho salmon","Coho"
"122",22,2017,4117.0650756315,3901.91256733394,2193.62259828492,7251.73206680513,2413.53501363709,6535.77067374674,NA,NA,NA,NA,NA,4704,"Central California Coast coho salmon","Coho"
"123",23,2018,3667.29459751167,3483.6014374734,1994.53783959439,6392.47361290539,2174.07844556505,5762.22261508788,NA,NA,NA,NA,NA,3299,"Central California Coast coho salmon","Coho"
"124",24,2019,2868.41112679405,2727.58768496289,1553.26347607322,5004.4314669549,1703.27450310893,4505.90862647451,NA,NA,NA,NA,NA,2560,"Central California Coast coho salmon","Coho"
"125",25,2020,1654.43827184903,1552.19291340102,834.998995276592,3050.16091590544,923.342759259911,2733.51241625114,NA,NA,NA,NA,NA,NA,"Central California Coast coho salmon","Coho"
"126",1,2004,400.422252830414,376.259350182519,170.390492757002,779.817859295926,196.137149290367,683.188899843882,283.899377256763,120.806859364714,552.890862240812,139.061238846871,484.380929989313,440,"Central California Coast steelhead","Steelhead"
"127",2,2005,322.736534623246,307.033960971713,160.329488592361,582.272446480421,180.064494504861,515.217789486114,196.86928612018,97.8009880413403,355.186192353057,109.839341647965,314.282851586529,313,"Central California Coast steelhead","Steelhead"
"128",3,2006,263.291094122374,250.230055652557,137.061374826432,468.543436029295,153.200943969054,417.168644839623,214.05565952149,111.430897733889,380.925813491816,124.552367446841,339.158108254613,219,"Central California Coast steelhead","Steelhead"
"129",4,2007,257.28644052115,245.800286011223,133.604689928135,448.034532586641,149.664718234048,400.682248799407,129.157793141617,67.069554343924,224.913335358494,75.1316885534922,201.142488897303,259,"Central California Coast steelhead","Steelhead"
"130",5,2008,240.919316872844,229.642402684922,123.861200162063,422.627127777009,138.113345982366,378.693036687597,155.392959382984,79.8904741045307,272.594497416171,89.083108158626,244.2570086635,293,"Central California Coast steelhead","Steelhead"
"131",6,2009,166.606862855554,158.565269574043,85.4119025581781,295.109747335322,94.8235589478118,264.724247321604,93.7996637876771,48.0869011402543,166.146787749786,53.385663687618,149.039751242063,126,"Central California Coast steelhead","Steelhead"
"132",7,2010,148.326003336264,140.943479425107,75.5642596972349,265.261395646513,84.0584668583934,237.341763717967,44.942779010888,22.8959706882622,80.3742028808934,25.4697154580932,71.9145544065441,109,"Central California Coast steelhead","Steelhead"
"133",8,2011,175.932683493405,168.341255406661,89.8694238126723,307.613944454173,100.577756915369,275.949111372507,141.449877528698,72.2550167453885,247.321611341155,80.8645165599565,221.863085543495,214,"Central California Coast steelhead","Steelhead"
"134",9,2012,150.744935481459,144.489684723982,78.5004745239791,261.571698844464,87.8618210587254,234.5779123989,126.0227660625,65.6263967020465,218.673940233972,73.4524824050944,196.10713476548,140,"Central California Coast steelhead","Steelhead"
