"","population","type","start.year","stop.year","trend.mean","trend.se","ESU"
"1","Steelhead (Upper Willamette River DPS)","Total",1995,2020,-0.0220144139438304,0.0117845195590596,"Steelhead Salmon (Upper Willamette River)"
"2","Steelhead (Upper Willamette River DPS)","Natural",1995,2020,-0.0233552237182451,0.0127406272382651,"Steelhead Salmon (Upper Willamette River)"
